X,Depth,Resistivity,Conductivity
6.25,1.25,51.36,0.0195
8.75,1.25,61.1,0.0164
11.25,1.25,59.51,0.0168
13.75,1.25,59.69,0.0168
16.25,1.25,53.44,0.0187
18.75,1.25,57.3,0.0175
21.25,1.25,53.31,0.0188
23.75,1.25,50.14,0.0199
26.25,1.25,49.14,0.0204
28.75,1.25,49.85,0.0201
31.25,1.25,51.54,0.0194
33.75,1.25,51.27,0.0195
36.25,1.25,50.33,0.0199
38.75,1.25,48.02,0.0208
41.25,1.25,53.82,0.0186
43.75,1.25,50.11,0.02
46.25,1.25,49.31,0.0203
48.75,1.25,48.83,0.0205
51.25,1.25,48.79,0.0205
53.75,1.25,44.71,0.0224
56.25,1.25,44.46,0.0225
58.75,1.25,41.38,0.0242
61.25,1.25,40.99,0.0244
63.75,1.25,38.03,0.0263
66.25,1.25,36.34,0.0275
68.75,1.25,33.46,0.0299
71.25,1.25,29.57,0.0338
73.75,1.25,29.67,0.0337
76.25,1.25,29.46,0.0339
78.75,1.25,25.61,0.039
81.25,1.25,22.71,0.044
83.75,1.25,25.16,0.0397
86.25,1.25,25.21,0.0397
88.75,1.25,25.09,0.0398
91.25,1.25,25.03,0.04
93.75,1.25,27.15,0.0368
96.25,1.25,26.79,0.0373
98.75,1.25,26.49,0.0377
101.25,1.25,25.7,0.0389
103.75,1.25,25.72,0.0389
106.25,1.25,28.67,0.0349
108.75,1.25,25.69,0.0389
111.25,1.25,29.24,0.0342
113.75,1.25,28.18,0.0355
116.25,1.25,28.44,0.0352
118.75,1.25,28.32,0.0353
121.25,1.25,28.64,0.0349
123.75,1.25,25.51,0.0392
126.25,1.25,25.53,0.0392
128.75,1.25,25.87,0.0387
131.25,1.25,26.94,0.0371
133.75,1.25,26.9,0.0372
136.25,1.25,25.25,0.0396
138.75,1.25,28.08,0.0356
141.25,1.25,29.22,0.0342
143.75,1.25,29.19,0.0343
146.25,1.25,27.54,0.0363
148.75,1.25,30.92,0.0323
151.25,1.25,32.3,0.031
153.75,1.25,27.4,0.0365
156.25,1.25,28.81,0.0347
158.75,1.25,28.85,0.0347
161.25,1.25,29.77,0.0336
163.75,1.25,30.31,0.033
166.25,1.25,28.5,0.0351
168.75,1.25,29.09,0.0344
171.25,1.25,26.93,0.0371
173.75,1.25,39.81,0.0251
176.25,1.25,34.6,0.0289
178.75,1.25,36.79,0.0272
181.25,1.25,31.8,0.0314
183.75,1.25,40.11,0.0249
186.25,1.25,36.74,0.0272
188.75,1.25,53.18,0.0188
191.25,1.25,48.9,0.0205
193.75,1.25,48.64,0.0206
196.25,1.25,43.36,0.0231
198.75,1.25,41.14,0.0243
201.25,1.25,45.15,0.0221
203.75,1.25,41.96,0.0238
206.25,1.25,53.43,0.0187
208.75,1.25,36.23,0.0276
211.25,1.25,47.86,0.0209
213.75,1.25,40.09,0.0249
216.25,1.25,61.44,0.0163
218.75,1.25,46.25,0.0216
221.25,1.25,49.03,0.0204
223.75,1.25,37.73,0.0265
226.25,1.25,48.09,0.0208
228.75,1.25,47.83,0.0209
231.25,1.25,61.95,0.0161
233.75,1.25,61.49,0.0163
236.25,1.25,55.52,0.018
238.75,1.25,57.33,0.0174
241.25,1.25,50.36,0.0199
243.75,1.25,49.79,0.0201
246.25,1.25,47.3,0.0211
248.75,1.25,48.01,0.0208
251.25,1.25,48.63,0.0206
253.75,1.25,48.71,0.0205
256.25,1.25,46.73,0.0214
258.75,1.25,54,0.0185
261.25,1.25,50.52,0.0198
263.75,1.25,56.66,0.0176
266.25,1.25,45.62,0.0219
268.75,1.25,42.7,0.0234
271.25,1.25,34.45,0.029
