X,Depth,Resistivity,Conductivity
6.25,1.25,25.11,0.0398
8.75,1.25,21.37,0.0468
11.25,1.25,24.06,0.0416
13.75,1.25,23.23,0.043
16.25,1.25,28.5,0.0351
18.75,1.25,22.93,0.0436
21.25,1.25,23.41,0.0427
23.75,1.25,22.87,0.0437
26.25,1.25,20.75,0.0482
28.75,1.25,21.25,0.0471
31.25,1.25,21.56,0.0464
33.75,1.25,23.3,0.0429
36.25,1.25,22.41,0.0446
38.75,1.25,23.17,0.0432
41.25,1.25,20.48,0.0488
43.75,1.25,22.18,0.0451
46.25,1.25,19.45,0.0514
48.75,1.25,19.77,0.0506
51.25,1.25,18.25,0.0548
53.75,1.25,20,0.05
56.25,1.25,19.15,0.0522
58.75,1.25,19.26,0.0519
61.25,1.25,18.48,0.0541
63.75,1.25,19.89,0.0503
66.25,1.25,20.3,0.0493
68.75,1.25,20.38,0.0491
71.25,1.25,19.38,0.0516
73.75,1.25,19.46,0.0514
76.25,1.25,20.11,0.0497
78.75,1.25,19.71,0.0507
81.25,1.25,20.31,0.0492
83.75,1.25,20.58,0.0486
86.25,1.25,20.57,0.0486
88.75,1.25,20.71,0.0483
91.25,1.25,21.04,0.0475
93.75,1.25,21.32,0.0469
96.25,1.25,22.03,0.0454
98.75,1.25,19.41,0.0515
101.25,1.25,20.51,0.0488
103.75,1.25,20.32,0.0492
106.25,1.25,23.71,0.0422
108.75,1.25,18.79,0.0532
111.25,1.25,21.64,0.0462
113.75,1.25,21.77,0.0459
116.25,1.25,20.66,0.0484
118.75,1.25,20.61,0.0485
121.25,1.25,24.47,0.0409
123.75,1.25,21.32,0.0469
126.25,1.25,25.12,0.0398
128.75,1.25,19.98,0.05
131.25,1.25,21.75,0.046
133.75,1.25,17.56,0.057
136.25,1.25,17.8,0.0562
138.75,1.25,18.52,0.054
141.25,1.25,23.25,0.043
143.75,1.25,25.06,0.0399
146.25,1.25,29.7,0.0337
148.75,1.25,34.74,0.0288
151.25,1.25,35.37,0.0283
153.75,1.25,35.79,0.0279
156.25,1.25,32.56,0.0307
158.75,1.25,32.52,0.0307
161.25,1.25,31.63,0.0316
163.75,1.25,32.78,0.0305
166.25,1.25,31.47,0.0318
168.75,1.25,34.25,0.0292
171.25,1.25,34.52,0.029
173.75,1.25,34.44,0.029
176.25,1.25,37.92,0.0264
178.75,1.25,30.37,0.0329
181.25,1.25,30.22,0.0331
183.75,1.25,24.65,0.0406
186.25,1.25,22.91,0.0436
188.75,1.25,20.25,0.0494
191.25,1.25,21.95,0.0456
193.75,1.25,22.8,0.0439
196.25,1.25,23.99,0.0417
198.75,1.25,21.5,0.0465
201.25,1.25,23.66,0.0423
203.75,1.25,23.62,0.0423
206.25,1.25,22.37,0.0447
208.75,1.25,22.53,0.0444
211.25,1.25,22.45,0.0446
213.75,1.25,23.11,0.0433
216.25,1.25,22.06,0.0453
218.75,1.25,22.05,0.0453
221.25,1.25,22.33,0.0448
223.75,1.25,23.97,0.0417
226.25,1.25,22.87,0.0437
228.75,1.25,23.56,0.0425
231.25,1.25,22.83,0.0438
233.75,1.25,23.14,0.0432
236.25,1.25,22.77,0.0439
238.75,1.25,22.8,0.0439
241.25,1.25,22.86,0.0438
243.75,1.25,20.41,0.049
246.25,1.25,21.42,0.0467
248.75,1.25,24.77,0.0404
251.25,1.25,27.23,0.0367
253.75,1.25,27.22,0.0367
256.25,1.25,28.48,0.0351
258.75,1.25,25.38,0.0394
261.25,1.25,30.03,0.0333
263.75,1.25,23.12,0.0433
266.25,1.25,26.64,0.0375
268.75,1.25,17.71,0.0565
271.25,1.25,21.56,0.0464
273.75,1.25,24,0.0417
276.25,1.25,29.46,0.0339
278.75,1.25,32.33,0.0309
281.25,1.25,44.69,0.0224
283.75,1.25,40.21,0.0249
286.25,1.25,44.27,0.0226
288.75,1.25,43.58,0.0229
291.25,1.25,39.4,0.0254
293.75,1.25,32.49,0.0308
296.25,1.25,31.27,0.032
298.75,1.25,21.99,0.0455
301.25,1.25,25.8,0.0388
303.75,1.25,28.28,0.0354
306.25,1.25,25.33,0.0395
308.75,1.25,25.92,0.0386
311.25,1.25,26.92,0.0372
313.75,1.25,29.56,0.0338
316.25,1.25,27.61,0.0362
318.75,1.25,29.06,0.0344
321.25,1.25,26.19,0.0382
323.75,1.25,28.08,0.0356
326.25,1.25,27.44,0.0364
328.75,1.25,28.67,0.0349
331.25,1.25,31.33,0.0319
333.75,1.25,33.32,0.03
336.25,1.25,32.4,0.0309
338.75,1.25,34,0.0294
341.25,1.25,33.87,0.0295
343.75,1.25,34.24,0.0292
346.25,1.25,35.02,0.0286
348.75,1.25,32.42,0.0308
351.25,1.25,36.49,0.0274
353.75,1.25,39.07,0.0256
356.25,1.25,38.3,0.0261
358.75,1.25,39.24,0.0255
361.25,1.25,39.19,0.0255
363.75,1.25,40.71,0.0246
366.25,1.25,46.81,0.0214
368.75,1.25,46.8,0.0214
371.25,1.25,46.41,0.0215
373.75,1.25,46.42,0.0215
376.25,1.25,37.93,0.0264
378.75,1.25,35.7,0.028
381.25,1.25,34.97,0.0286
383.75,1.25,36.98,0.027
386.25,1.25,38.69,0.0258
388.75,1.25,36.57,0.0273
391.25,1.25,38.02,0.0263
393.75,1.25,40.79,0.0245
396.25,1.25,38.65,0.0259
398.75,1.25,23.26,0.043
401.25,1.25,26.17,0.0382
403.75,1.25,36.1,0.0277
406.25,1.25,35.86,0.0279
408.75,1.25,35.06,0.0285
411.25,1.25,34.11,0.0293
413.75,1.25,39.11,0.0256
416.25,1.25,39.22,0.0255
418.75,1.25,39.55,0.0253
421.25,1.25,35.36,0.0283
423.75,1.25,41.75,0.024
426.25,1.25,42.46,0.0236
428.75,1.25,41.04,0.0244
431.25,1.25,37.34,0.0268
433.75,1.25,37.1,0.027
436.25,1.25,32.81,0.0305
438.75,1.25,32.8,0.0305
441.25,1.25,32.08,0.0312
443.75,1.25,43.99,0.0227
446.25,1.25,46.5,0.0215
448.75,1.25,48.21,0.0207
451.25,1.25,48.71,0.0205
453.75,1.25,51.85,0.0193
456.25,1.25,50.06,0.02
458.75,1.25,50.08,0.02
461.25,1.25,51.04,0.0196
463.75,1.25,44.78,0.0223
466.25,1.25,53.32,0.0188
468.75,1.25,45.49,0.022
471.25,1.25,53.47,0.0187
473.75,1.25,50.34,0.0199
476.25,1.25,50.51,0.0198
478.75,1.25,39.87,0.0251
481.25,1.25,43.05,0.0232
483.75,1.25,37.54,0.0266
486.25,1.25,43.19,0.0232
488.75,1.25,34.54,0.029
491.25,1.25,33.61,0.0298
493.75,1.25,35.77,0.028
496.25,1.25,35.69,0.028
498.75,1.25,34.92,0.0286
501.25,1.25,33.38,0.03
503.75,1.25,33.39,0.03
506.25,1.25,29.33,0.0341
508.75,1.25,29.8,0.0336
511.25,1.25,29.58,0.0338
513.75,1.25,33.64,0.0297
516.25,1.25,32.6,0.0307
518.75,1.25,37.36,0.0268
521.25,1.25,37.94,0.0264
523.75,1.25,35.05,0.0285
526.25,1.25,31.1,0.0322
528.75,1.25,25.55,0.0391
531.25,1.25,24.82,0.0403
533.75,1.25,22.77,0.0439
536.25,1.25,21.82,0.0458
538.75,1.25,21.81,0.0459
541.25,1.25,25.37,0.0394
543.75,1.25,29.6,0.0338
546.25,1.25,29.6,0.0338
548.75,1.25,29.57,0.0338
551.25,1.25,29.13,0.0343
553.75,1.25,27.83,0.0359
556.25,1.25,24.26,0.0412
558.75,1.25,26.78,0.0373
561.25,1.25,22.23,0.045
563.75,1.25,25.61,0.0391
566.25,1.25,24.92,0.0401
568.75,1.25,37.04,0.027
571.25,1.25,43.36,0.0231
573.75,1.25,43.18,0.0232
576.25,1.25,49.11,0.0204
578.75,1.25,45.49,0.022
581.25,1.25,56.71,0.0176
583.75,1.25,41.52,0.0241
586.25,1.25,63.92,0.0156
588.75,1.25,43.58,0.0229
591.25,1.25,53.22,0.0188
593.75,1.25,43.51,0.023
596.25,1.25,55.95,0.0179
598.75,1.25,27.09,0.0369
601.25,1.25,26.81,0.0373
603.75,1.25,22.53,0.0444
606.25,1.25,25.76,0.0388
608.75,1.25,22.04,0.0454
611.25,1.25,26.65,0.0375
613.75,1.25,19.86,0.0504
616.25,1.25,22.45,0.0445
618.75,1.25,22.13,0.0452
621.25,1.25,23.12,0.0433
623.75,1.25,30.08,0.0332
626.25,1.25,26.55,0.0377
628.75,1.25,28.44,0.0352
631.25,1.25,22.6,0.0443
633.75,1.25,30.69,0.0326
636.25,1.25,29.62,0.0338
638.75,1.25,31.8,0.0314
641.25,1.25,30.7,0.0326
643.75,1.25,42.49,0.0235
646.25,1.25,39.58,0.0253
648.75,1.25,40.55,0.0247
651.25,1.25,40.53,0.0247
653.75,1.25,43.21,0.0231
656.25,1.25,41.35,0.0242
658.75,1.25,41.63,0.024
661.25,1.25,42.51,0.0235
663.75,1.25,43.69,0.0229
666.25,1.25,41,0.0244
668.75,1.25,37.39,0.0267
671.25,1.25,42.73,0.0234
673.75,1.25,41.01,0.0244
676.25,1.25,39.87,0.0251
678.75,1.25,40.94,0.0244
681.25,1.25,37.01,0.027
683.75,1.25,34.46,0.029
686.25,1.25,31.81,0.0314
688.75,1.25,25.66,0.039
691.25,1.25,25.72,0.0389
693.75,1.25,24.65,0.0406
696.25,1.25,27.68,0.0361
698.75,1.25,27.37,0.0365
701.25,1.25,25.6,0.0391
703.75,1.25,27.63,0.0362
706.25,1.25,22.38,0.0447
708.75,1.25,31.88,0.0314
711.25,1.25,28.31,0.0353
713.75,1.25,44.1,0.0227
716.25,1.25,39.44,0.0254
718.75,1.25,47.42,0.0211
721.25,1.25,37.9,0.0264
723.75,1.25,38.31,0.0261
726.25,1.25,33.9,0.0295
728.75,1.25,33.61,0.0298
731.25,1.25,27.18,0.0368
733.75,1.25,27.14,0.0368
736.25,1.25,25.93,0.0386
738.75,1.25,24.36,0.041
741.25,1.25,24.7,0.0405
743.75,1.25,24.66,0.0406
746.25,1.25,24.06,0.0416
748.75,1.25,32.62,0.0307
751.25,1.25,33.67,0.0297
753.75,1.25,37.74,0.0265
756.25,1.25,42.15,0.0237
758.75,1.25,40.42,0.0247
761.25,1.25,41.15,0.0243
763.75,1.25,35.69,0.028
766.25,1.25,35.3,0.0283
768.75,1.25,27.33,0.0366
771.25,1.25,32.51,0.0308
773.75,1.25,31.71,0.0315
776.25,1.25,29.34,0.0341
778.75,1.25,29.2,0.0342
781.25,1.25,28.62,0.0349
783.75,1.25,27.6,0.0362
786.25,1.25,31.81,0.0314
788.75,1.25,32.87,0.0304
791.25,1.25,31.69,0.0316
793.75,1.25,29.23,0.0342
796.25,1.25,23.46,0.0426
798.75,1.25,36.16,0.0277
801.25,1.25,20.31,0.0492
803.75,1.25,17.55,0.057
806.25,1.25,9.24,0.1082
808.75,1.25,14.94,0.0669
811.25,1.25,22.79,0.0439
813.75,1.25,21.35,0.0468
816.25,1.25,30.6,0.0327
818.75,1.25,23.38,0.0428
821.25,1.25,25.14,0.0398
823.75,1.25,25.27,0.0396
826.25,1.25,21.03,0.0476
828.75,1.25,25.58,0.0391
831.25,1.25,26.75,0.0374
833.75,1.25,27.26,0.0367
836.25,1.25,27.21,0.0367
838.75,1.25,34.89,0.0287
841.25,1.25,32.73,0.0306
843.75,1.25,34.82,0.0287
846.25,1.25,35.98,0.0278
848.75,1.25,41.84,0.0239
851.25,1.25,39.08,0.0256
853.75,1.25,39.66,0.0252
856.25,1.25,41.7,0.024
858.75,1.25,30.39,0.0329
861.25,1.25,34.79,0.0287
863.75,1.25,26.8,0.0373
866.25,1.25,27.93,0.0358
868.75,1.25,30.5,0.0328
871.25,1.25,32.25,0.031
873.75,1.25,30.5,0.0328
876.25,1.25,33.34,0.03
878.75,1.25,35.18,0.0284
881.25,1.25,35.71,0.028
883.75,1.25,37.14,0.0269
886.25,1.25,35.88,0.0279
888.75,1.25,29.22,0.0342
891.25,1.25,31.09,0.0322
893.75,1.25,27.3,0.0366
896.25,1.25,32.49,0.0308
898.75,1.25,32.36,0.0309
901.25,1.25,32.96,0.0303
903.75,1.25,32.59,0.0307
906.25,1.25,31.95,0.0313
908.75,1.25,31.94,0.0313
911.25,1.25,31.93,0.0313
913.75,1.25,29.06,0.0344
916.25,1.25,29.23,0.0342
918.75,1.25,28.36,0.0353
921.25,1.25,28.22,0.0354
923.75,1.25,28.31,0.0353
926.25,1.25,28.65,0.0349
928.75,1.25,25.9,0.0386
931.25,1.25,25.07,0.0399
933.75,1.25,21.52,0.0465
936.25,1.25,23.93,0.0418
938.75,1.25,23.38,0.0428
941.25,1.25,24.15,0.0414
943.75,1.25,24.16,0.0414
946.25,1.25,25.32,0.0395
948.75,1.25,25.45,0.0393
951.25,1.25,25.99,0.0385
953.75,1.25,27.36,0.0366
956.25,1.25,27.17,0.0368
958.75,1.25,29.54,0.0338
961.25,1.25,21.24,0.0471
963.75,1.25,27.8,0.036
966.25,1.25,22.01,0.0454
968.75,1.25,22.12,0.0452
971.25,1.25,22.19,0.0451
973.75,1.25,22.37,0.0447
976.25,1.25,22.07,0.0453
978.75,1.25,23.23,0.0431
981.25,1.25,23.83,0.042
983.75,1.25,22.14,0.0452
986.25,1.25,24.68,0.0405
988.75,1.25,24.38,0.041
991.25,1.25,24.46,0.0409
993.75,1.25,24.28,0.0412
996.25,1.25,27.86,0.0359
998.75,1.25,28.62,0.0349
1001.25,1.25,23.38,0.0428
1003.75,1.25,32.26,0.031
1006.25,1.25,23.98,0.0417
1008.75,1.25,27.45,0.0364
1011.25,1.25,24.44,0.0409
1013.75,1.25,23.39,0.0428
1016.25,1.25,20.07,0.0498
1018.75,1.25,23.57,0.0424
1021.25,1.25,16.94,0.059
1023.75,1.25,23.21,0.0431
1026.25,1.25,19.51,0.0513
1028.75,1.25,21.96,0.0455
1031.25,1.25,24.39,0.041
1033.75,1.25,28.31,0.0353
1036.25,1.25,30.12,0.0332
1038.75,1.25,33.99,0.0294
1041.25,1.25,33.88,0.0295
1043.75,1.25,35.52,0.0281
1046.25,1.25,31.61,0.0316
1048.75,1.25,35.49,0.0282
1051.25,1.25,40.67,0.0246
1053.75,1.25,36.82,0.0272
1056.25,1.25,33.29,0.03
1058.75,1.25,37.34,0.0268
1061.25,1.25,36.45,0.0274
1063.75,1.25,35.75,0.028
1066.25,1.25,29.86,0.0335
1068.75,1.25,31.46,0.0318
1071.25,1.25,29.52,0.0339
1073.75,1.25,28.7,0.0348
1076.25,1.25,31.53,0.0317
1078.75,1.25,28.25,0.0354
1081.25,1.25,33.66,0.0297
1083.75,1.25,28.43,0.0352
1086.25,1.25,35.46,0.0282
1088.75,1.25,33.53,0.0298
1091.25,1.25,39.74,0.0252
1093.75,1.25,25.82,0.0387
1096.25,1.25,35.7,0.028
1098.75,1.25,30.42,0.0329
1101.25,1.25,31.7,0.0315
1103.75,1.25,24.48,0.0409
1106.25,1.25,33.96,0.0294
1108.75,1.25,23.84,0.042
1111.25,1.25,32.51,0.0308
1113.75,1.25,24.75,0.0404
1116.25,1.25,26.8,0.0373
1118.75,1.25,31.45,0.0318
1121.25,1.25,33.69,0.0297
1123.75,1.25,38.15,0.0262
1126.25,1.25,32.94,0.0304
1128.75,1.25,36.09,0.0277
1131.25,1.25,26.67,0.0375
1133.75,1.25,34.71,0.0288
1136.25,1.25,32.87,0.0304
1138.75,1.25,42.63,0.0235
1141.25,1.25,38.03,0.0263
1143.75,1.25,37.99,0.0263
1146.25,1.25,32.23,0.031
1148.75,1.25,31.76,0.0315
1151.25,1.25,30.64,0.0326
1153.75,1.25,30.88,0.0324
1156.25,1.25,28.32,0.0353
1158.75,1.25,28.58,0.035
1161.25,1.25,26.44,0.0378
1163.75,1.25,28.44,0.0352
1166.25,1.25,24.58,0.0407
1168.75,1.25,26.53,0.0377
1171.25,1.25,24.68,0.0405
1173.75,1.25,24.9,0.0402
1176.25,1.25,26.8,0.0373
1178.75,1.25,23.66,0.0423
1181.25,1.25,25,0.04
1183.75,1.25,24.8,0.0403
1186.25,1.25,27.51,0.0363
1188.75,1.25,26.37,0.0379
1191.25,1.25,26.53,0.0377
1193.75,1.25,28.14,0.0355
1196.25,1.25,35.38,0.0283
1198.75,1.25,30.31,0.033
1201.25,1.25,36.91,0.0271
1203.75,1.25,32.15,0.0311
1206.25,1.25,32.86,0.0304
1208.75,1.25,39.24,0.0255
1211.25,1.25,32.9,0.0304
1213.75,1.25,32.52,0.0308
1216.25,1.25,31.35,0.0319
1218.75,1.25,40.04,0.025
1221.25,1.25,35.23,0.0284
1223.75,1.25,35.04,0.0285
1226.25,1.25,27.09,0.0369
1228.75,1.25,32.85,0.0304
1231.25,1.25,28.82,0.0347
1233.75,1.25,29.81,0.0335
1236.25,1.25,31.88,0.0314
1238.75,1.25,38.07,0.0263
1241.25,1.25,37.25,0.0268
1243.75,1.25,37.42,0.0267
1246.25,1.25,25.92,0.0386
1248.75,1.25,36.63,0.0273
1251.25,1.25,30.41,0.0329
1253.75,1.25,31.17,0.0321
1256.25,1.25,26.17,0.0382
1258.75,1.25,29.01,0.0345
1261.25,1.25,29.54,0.0339
1263.75,1.25,28.66,0.0349
1266.25,1.25,27.81,0.036
1268.75,1.25,27.99,0.0357
1271.25,1.25,27.52,0.0363
1273.75,1.25,26.05,0.0384
1276.25,1.25,28.93,0.0346
1278.75,1.25,23.87,0.0419
1281.25,1.25,26.84,0.0373
1283.75,1.25,26.15,0.0382
1286.25,1.25,28.69,0.0349
1288.75,1.25,21.71,0.0461
1291.25,1.25,25.46,0.0393
1293.75,1.25,24.99,0.04
1296.25,1.25,28.82,0.0347
1298.75,1.25,27.69,0.0361
1301.25,1.25,28.91,0.0346
1303.75,1.25,26.85,0.0372
1306.25,1.25,32.48,0.0308
1308.75,1.25,29.61,0.0338
1311.25,1.25,30.49,0.0328
1313.75,1.25,30.11,0.0332
1316.25,1.25,31.48,0.0318
1318.75,1.25,31.52,0.0317
1321.25,1.25,29.4,0.034
1323.75,1.25,31.73,0.0315
1326.25,1.25,31.68,0.0316
1328.75,1.25,33.01,0.0303
1331.25,1.25,27.88,0.0359
1333.75,1.25,34.9,0.0287
1336.25,1.25,29.16,0.0343
1338.75,1.25,35.35,0.0283
1341.25,1.25,30.22,0.0331
1343.75,1.25,35.74,0.028
1346.25,1.25,43.95,0.0228
1348.75,1.25,44.3,0.0226
1351.25,1.25,44.28,0.0226
1353.75,1.25,44.27,0.0226
1356.25,1.25,43.89,0.0228
1358.75,1.25,40.71,0.0246
1361.25,1.25,31.46,0.0318
1363.75,1.25,46.92,0.0213
1366.25,1.25,39.48,0.0253
1368.75,1.25,34.44,0.029
1371.25,1.25,39.41,0.0254
1373.75,1.25,43.28,0.0231
1376.25,1.25,44,0.0227
1378.75,1.25,44.3,0.0226
1381.25,1.25,44.36,0.0225
1383.75,1.25,44.36,0.0225
1386.25,1.25,32.2,0.0311
1388.75,1.25,31.81,0.0314
1391.25,1.25,31.76,0.0315
1393.75,1.25,32,0.0313
1396.25,1.25,42,0.0238
1398.75,1.25,41.91,0.0239
1401.25,1.25,43.41,0.023
1403.75,1.25,47.89,0.0209
1406.25,1.25,53.18,0.0188
1408.75,1.25,57.16,0.0175
1411.25,1.25,60.33,0.0166
1413.75,1.25,61.4,0.0163
1416.25,1.25,61.81,0.0162
1418.75,1.25,61.99,0.0161
1421.25,1.25,62.05,0.0161
1423.75,1.25,62.11,0.0161
1426.25,1.25,62.16,0.0161
1428.75,1.25,62.2,0.0161
1431.25,1.25,62.28,0.0161
1433.75,1.25,62.43,0.016
1436.25,1.25,63.49,0.0158
1438.75,1.25,34.02,0.0294
1441.25,1.25,32.39,0.0309
1443.75,1.25,30.24,0.0331
1446.25,1.25,27.68,0.0361
1448.75,1.25,27.95,0.0358
1451.25,1.25,29.59,0.0338
1453.75,1.25,29.68,0.0337
1456.25,1.25,28.99,0.0345
1458.75,1.25,29.01,0.0345
1461.25,1.25,29.52,0.0339
1463.75,1.25,29.93,0.0334
1466.25,1.25,26.4,0.0379
1468.75,1.25,21.38,0.0468
1471.25,1.25,22.21,0.045
1473.75,1.25,21.01,0.0476
1476.25,1.25,19.28,0.0519
1478.75,1.25,19.28,0.0519
1481.25,1.25,18.22,0.0549
1483.75,1.25,18.14,0.0551
1486.25,1.25,15.6,0.0641
1488.75,1.25,17.5,0.0571
1491.25,1.25,17.45,0.0573
1493.75,1.25,17.27,0.0579
1496.25,1.25,16.13,0.062
1498.75,1.25,20.01,0.05
1501.25,1.25,17.68,0.0565
1503.75,1.25,17.73,0.0564
1506.25,1.25,20.7,0.0483
1508.75,1.25,21.01,0.0476
1511.25,1.25,23.71,0.0422
1513.75,1.25,26.58,0.0376
1516.25,1.25,26.76,0.0374
1518.75,1.25,29.76,0.0336
1521.25,1.25,33.69,0.0297
1523.75,1.25,33.39,0.0299
1526.25,1.25,34,0.0294
1528.75,1.25,34.15,0.0293
1531.25,1.25,32.91,0.0304
1533.75,1.25,31.68,0.0316
1536.25,1.25,29.79,0.0336
1538.75,1.25,29.79,0.0336
1541.25,1.25,27.92,0.0358
1543.75,1.25,26.55,0.0377
1546.25,1.25,26.54,0.0377
1548.75,1.25,28.48,0.0351
1551.25,1.25,24.28,0.0412
1553.75,1.25,24.31,0.0411
1556.25,1.25,22.06,0.0453
1558.75,1.25,21.51,0.0465
1561.25,1.25,23.8,0.042
1563.75,1.25,20.9,0.0479
1566.25,1.25,20.14,0.0497
1568.75,1.25,19.33,0.0517
1571.25,1.25,20.75,0.0482
1573.75,1.25,20.57,0.0486
1576.25,1.25,21.91,0.0456
1578.75,1.25,23.34,0.0428
1581.25,1.25,23.44,0.0427
1583.75,1.25,22.89,0.0437
1586.25,1.25,22.5,0.0444
1588.75,1.25,24.59,0.0407
8.75,3.75,30.73,0.0325
11.25,3.75,31.85,0.0314
13.75,3.75,31.74,0.0315
16.25,3.75,30.82,0.0324
18.75,3.75,29.39,0.034
21.25,3.75,29.48,0.0339
23.75,3.75,29.35,0.0341
26.25,3.75,29.2,0.0342
28.75,3.75,30.05,0.0333
31.25,3.75,35.36,0.0283
33.75,3.75,35.62,0.0281
36.25,3.75,35.64,0.0281
38.75,3.75,36.15,0.0277
41.25,3.75,38.35,0.0261
43.75,3.75,39.88,0.0251
46.25,3.75,40.25,0.0248
48.75,3.75,40.97,0.0244
51.25,3.75,42.07,0.0238
53.75,3.75,45.97,0.0218
56.25,3.75,46.27,0.0216
58.75,3.75,46.61,0.0215
61.25,3.75,46.84,0.0214
63.75,3.75,48.11,0.0208
66.25,3.75,49.22,0.0203
68.75,3.75,49.37,0.0203
71.25,3.75,49.57,0.0202
73.75,3.75,49.78,0.0201
76.25,3.75,47.41,0.0211
78.75,3.75,45.26,0.0221
81.25,3.75,45.3,0.0221
83.75,3.75,46.01,0.0217
86.25,3.75,48.06,0.0208
88.75,3.75,50.59,0.0198
91.25,3.75,51.82,0.0193
93.75,3.75,52.08,0.0192
96.25,3.75,50.02,0.02
98.75,3.75,47.89,0.0209
101.25,3.75,51.94,0.0193
103.75,3.75,52.1,0.0192
106.25,3.75,50.91,0.0196
108.75,3.75,44.15,0.0226
111.25,3.75,44.14,0.0227
113.75,3.75,44.85,0.0223
116.25,3.75,46.89,0.0213
118.75,3.75,48.81,0.0205
121.25,3.75,48.69,0.0205
123.75,3.75,47.92,0.0209
126.25,3.75,47.77,0.0209
128.75,3.75,47.41,0.0211
131.25,3.75,47.36,0.0211
133.75,3.75,47.17,0.0212
136.25,3.75,47.17,0.0212
138.75,3.75,46.85,0.0213
141.25,3.75,43.49,0.023
143.75,3.75,40.31,0.0248
146.25,3.75,40.26,0.0248
148.75,3.75,40.18,0.0249
151.25,3.75,40.14,0.0249
153.75,3.75,43.26,0.0231
156.25,3.75,45.2,0.0221
