X,Depth,Resistivity,Conductivity
658.75,1.25,19.11,0.0523
661.25,1.25,19.65,0.0509
663.75,1.25,17.74,0.0564
666.25,1.25,22.65,0.0441
668.75,1.25,22.6,0.0442
671.25,1.25,21.02,0.0476
673.75,1.25,20.86,0.0479
676.25,1.25,21.04,0.0475
678.75,1.25,21.07,0.0475
681.25,1.25,21.31,0.0469
683.75,1.25,19.85,0.0504
686.25,1.25,19.83,0.0504
688.75,1.25,18.04,0.0554
691.25,1.25,18.46,0.0542
693.75,1.25,18.16,0.0551
696.25,1.25,20.16,0.0496
698.75,1.25,20.11,0.0497
701.25,1.25,20.19,0.0495
703.75,1.25,20.11,0.0497
706.25,1.25,22.65,0.0442
708.75,1.25,22.57,0.0443
711.25,1.25,22.96,0.0436
713.75,1.25,23.38,0.0428
716.25,1.25,22.99,0.0435
718.75,1.25,22.96,0.0435
721.25,1.25,22.55,0.0443
723.75,1.25,24.59,0.0407
726.25,1.25,22.16,0.0451
728.75,1.25,21.99,0.0455
731.25,1.25,21.08,0.0474
733.75,1.25,23.63,0.0423
736.25,1.25,21.32,0.0469
738.75,1.25,21.34,0.0468
741.25,1.25,22.05,0.0454
743.75,1.25,25.36,0.0394
746.25,1.25,25.54,0.0392
748.75,1.25,25.41,0.0394
751.25,1.25,25.92,0.0386
753.75,1.25,27.39,0.0365
756.25,1.25,25.8,0.0388
758.75,1.25,26.92,0.0371
761.25,1.25,24.69,0.0405
763.75,1.25,24.69,0.0405
766.25,1.25,23.44,0.0427
768.75,1.25,24.67,0.0405
771.25,1.25,23.45,0.0427
773.75,1.25,23.44,0.0427
776.25,1.25,23.63,0.0423
778.75,1.25,23.63,0.0423
781.25,1.25,22.91,0.0436
783.75,1.25,23.26,0.043
786.25,1.25,21.37,0.0468
788.75,1.25,22.58,0.0443
791.25,1.25,22.65,0.0442
793.75,1.25,21.96,0.0455
796.25,1.25,21.25,0.0471
798.75,1.25,21.22,0.0471
801.25,1.25,21.17,0.0472
803.75,1.25,21.16,0.0473
806.25,1.25,21.15,0.0473
808.75,1.25,21.16,0.0473
811.25,1.25,20.66,0.0484
813.75,1.25,21.03,0.0475
816.25,1.25,24.55,0.0407
818.75,1.25,23.28,0.0429
821.25,1.25,24.84,0.0403
823.75,1.25,24.77,0.0404
826.25,1.25,24.42,0.041
828.75,1.25,24.78,0.0403
831.25,1.25,22.78,0.0439
833.75,1.25,22.72,0.044
836.25,1.25,20.24,0.0494
838.75,1.25,21.4,0.0467
841.25,1.25,20.56,0.0486
843.75,1.25,20.54,0.0487
846.25,1.25,21.09,0.0474
848.75,1.25,21.29,0.047
851.25,1.25,21.42,0.0467
853.75,1.25,21.5,0.0465
856.25,1.25,23.28,0.0429
858.75,1.25,21.17,0.0472
861.25,1.25,25.88,0.0386
863.75,1.25,22.51,0.0444
866.25,1.25,25.52,0.0392
868.75,1.25,22.25,0.0449
871.25,1.25,24.68,0.0405
873.75,1.25,20.92,0.0478
876.25,1.25,26.5,0.0377
878.75,1.25,20.39,0.049
881.25,1.25,24.43,0.0409
883.75,1.25,23.1,0.0433
886.25,1.25,25.51,0.0392
888.75,1.25,23.58,0.0424
891.25,1.25,24.35,0.0411
893.75,1.25,24.36,0.041
896.25,1.25,25.92,0.0386
898.75,1.25,27.09,0.0369
901.25,1.25,24.13,0.0414
903.75,1.25,24.39,0.041
906.25,1.25,21.71,0.0461
908.75,1.25,28.23,0.0354
911.25,1.25,21.57,0.0464
913.75,1.25,27.21,0.0368
916.25,1.25,22.81,0.0438
918.75,1.25,25.13,0.0398
921.25,1.25,20.59,0.0486
923.75,1.25,25.45,0.0393
926.25,1.25,21.63,0.0462
928.75,1.25,22.15,0.0451
931.25,1.25,21.18,0.0472
933.75,1.25,21.19,0.0472
936.25,1.25,21.15,0.0473
938.75,1.25,20.26,0.0494
941.25,1.25,18.49,0.0541
943.75,1.25,19.08,0.0524
946.25,1.25,19.63,0.0509
948.75,1.25,19.62,0.051
951.25,1.25,19.24,0.052
953.75,1.25,20.04,0.0499
956.25,1.25,21.24,0.0471
958.75,1.25,21.42,0.0467
961.25,1.25,21.53,0.0465
963.75,1.25,21.28,0.047
966.25,1.25,24.66,0.0405
968.75,1.25,21.93,0.0456
971.25,1.25,23.16,0.0432
973.75,1.25,23.37,0.0428
976.25,1.25,21.94,0.0456
978.75,1.25,21.99,0.0455
981.25,1.25,24.29,0.0412
983.75,1.25,27.43,0.0365
986.25,1.25,31.23,0.032
988.75,1.25,29.31,0.0341
991.25,1.25,29.06,0.0344
993.75,1.25,31.8,0.0315
996.25,1.25,30.46,0.0328
998.75,1.25,30.27,0.033
1001.25,1.25,28.9,0.0346
1003.75,1.25,25.9,0.0386
1006.25,1.25,25.91,0.0386
1008.75,1.25,25.56,0.0391
1011.25,1.25,27.06,0.037
1013.75,1.25,26.7,0.0375
1016.25,1.25,26.18,0.0382
1018.75,1.25,25.9,0.0386
1021.25,1.25,25.94,0.0385
1023.75,1.25,25.92,0.0386
1026.25,1.25,28.21,0.0354
1028.75,1.25,25.96,0.0385
1031.25,1.25,24.98,0.04
1033.75,1.25,24.98,0.04
1036.25,1.25,27.9,0.0358
1038.75,1.25,25.66,0.039
1041.25,1.25,27.22,0.0367
1043.75,1.25,25.72,0.0389
1046.25,1.25,25.79,0.0388
1048.75,1.25,25.36,0.0394
1051.25,1.25,31.32,0.0319
1053.75,1.25,29.69,0.0337
1056.25,1.25,27.99,0.0357
1058.75,1.25,29.27,0.0342
1061.25,1.25,29.62,0.0338
1063.75,1.25,30.47,0.0328
1066.25,1.25,27.15,0.0368
1068.75,1.25,28.98,0.0345
1071.25,1.25,27.06,0.037
1073.75,1.25,27.72,0.0361
1076.25,1.25,27.89,0.0359
1078.75,1.25,28.08,0.0356
1081.25,1.25,26.05,0.0384
1083.75,1.25,26.81,0.0373
1086.25,1.25,27.32,0.0366
1088.75,1.25,26.93,0.0371
1091.25,1.25,25.98,0.0385
1093.75,1.25,28.24,0.0354
1096.25,1.25,27.87,0.0359
1098.75,1.25,28.81,0.0347
1101.25,1.25,26.84,0.0373
1103.75,1.25,25.96,0.0385
1106.25,1.25,24.07,0.0415
1108.75,1.25,24.65,0.0406
1111.25,1.25,24.08,0.0415
1113.75,1.25,22.21,0.045
1116.25,1.25,23.38,0.0428
1118.75,1.25,23.14,0.0432
1121.25,1.25,21.89,0.0457
1123.75,1.25,21.84,0.0458
1126.25,1.25,22.52,0.0444
1128.75,1.25,22.48,0.0445
1131.25,1.25,20.13,0.0497
1133.75,1.25,24.85,0.0402
1136.25,1.25,23.59,0.0424
1138.75,1.25,23.63,0.0423
1141.25,1.25,23.36,0.0428
1143.75,1.25,23.44,0.0427
1146.25,1.25,20.99,0.0476
1148.75,1.25,20.95,0.0477
1151.25,1.25,21.31,0.0469
1153.75,1.25,20.12,0.0497
1156.25,1.25,20.4,0.049
1158.75,1.25,19,0.0526
1161.25,1.25,20.35,0.0491
1163.75,1.25,21.63,0.0462
1166.25,1.25,19.18,0.0521
1168.75,1.25,18.97,0.0527
1171.25,1.25,19.53,0.0512
1173.75,1.25,20.34,0.0492
1176.25,1.25,21.28,0.047
1178.75,1.25,21.3,0.047
1181.25,1.25,22.66,0.0441
1183.75,1.25,24.68,0.0405
1186.25,1.25,23.35,0.0428
1188.75,1.25,23.38,0.0428
1191.25,1.25,23.71,0.0422
1193.75,1.25,23.77,0.0421
1196.25,1.25,23.17,0.0432
1198.75,1.25,22.61,0.0442
1201.25,1.25,22.66,0.0441
1203.75,1.25,20.24,0.0494
1206.25,1.25,21.2,0.0472
1208.75,1.25,21.07,0.0475
1211.25,1.25,21.1,0.0474
1213.75,1.25,18.07,0.0553
1216.25,1.25,20.43,0.0489
1218.75,1.25,19.98,0.0501
1221.25,1.25,21.39,0.0468
1223.75,1.25,19.44,0.0514
1226.25,1.25,19.51,0.0513
1228.75,1.25,19.46,0.0514
1231.25,1.25,20.18,0.0496
1233.75,1.25,17.31,0.0578
1236.25,1.25,21.14,0.0473
1238.75,1.25,21.11,0.0474
1241.25,1.25,20.98,0.0477
1243.75,1.25,19.33,0.0517
1246.25,1.25,17.98,0.0556
1248.75,1.25,16.18,0.0618
1251.25,1.25,20.73,0.0482
1253.75,1.25,17.86,0.056
1256.25,1.25,18.84,0.0531
1258.75,1.25,19.92,0.0502
1261.25,1.25,21.09,0.0474
1263.75,1.25,19.7,0.0508
1266.25,1.25,19.24,0.052
1268.75,1.25,22.46,0.0445
1271.25,1.25,21.69,0.0461
1273.75,1.25,21.31,0.0469
1276.25,1.25,19.33,0.0517
1278.75,1.25,23.78,0.0421
1281.25,1.25,19.43,0.0515
1283.75,1.25,19.4,0.0516
1286.25,1.25,17.64,0.0567
1288.75,1.25,21.65,0.0462
1291.25,1.25,18.41,0.0543
1293.75,1.25,23.35,0.0428
1296.25,1.25,19.23,0.052
1298.75,1.25,26,0.0385
1301.25,1.25,25.8,0.0388
1303.75,1.25,31.69,0.0316
1306.25,1.25,30.87,0.0324
1308.75,1.25,30.96,0.0323
1311.25,1.25,30.66,0.0326
1313.75,1.25,29.52,0.0339
1316.25,1.25,28.2,0.0355
1318.75,1.25,27.9,0.0358
1321.25,1.25,22.26,0.0449
1323.75,1.25,27.55,0.0363
1326.25,1.25,22.85,0.0438
1328.75,1.25,26.43,0.0378
1331.25,1.25,26.04,0.0384
1333.75,1.25,25.74,0.0389
1336.25,1.25,26.25,0.0381
1338.75,1.25,23.43,0.0427
1341.25,1.25,23.51,0.0425
1343.75,1.25,21.78,0.0459
1346.25,1.25,23.2,0.0431
1348.75,1.25,20.21,0.0495
1351.25,1.25,21.5,0.0465
1353.75,1.25,21.28,0.047
1356.25,1.25,24.22,0.0413
1358.75,1.25,20.54,0.0487
1361.25,1.25,23.1,0.0433
1363.75,1.25,22.5,0.0444
1366.25,1.25,29.31,0.0341
1368.75,1.25,22.13,0.0452
1371.25,1.25,24.15,0.0414
1373.75,1.25,24.68,0.0405
1376.25,1.25,23.87,0.0419
1378.75,1.25,23.44,0.0427
1381.25,1.25,26.93,0.0371
1383.75,1.25,26.97,0.0371
1386.25,1.25,23.44,0.0427
1388.75,1.25,29.34,0.0341
1391.25,1.25,27.87,0.0359
1393.75,1.25,29.23,0.0342
1396.25,1.25,20.61,0.0485
1398.75,1.25,28.44,0.0352
1401.25,1.25,25.37,0.0394
1403.75,1.25,27.57,0.0363
1406.25,1.25,25.77,0.0388
1408.75,1.25,29.38,0.034
1411.25,1.25,37.33,0.0268
1413.75,1.25,28.63,0.0349
1416.25,1.25,30.45,0.0328
1418.75,1.25,26.35,0.0379
1421.25,1.25,25.46,0.0393
1423.75,1.25,21.15,0.0473
1426.25,1.25,25.88,0.0386
1428.75,1.25,21.18,0.0472
1431.25,1.25,23.05,0.0434
1433.75,1.25,23.67,0.0423
1436.25,1.25,24.2,0.0413
1438.75,1.25,23.61,0.0424
1441.25,1.25,24.67,0.0405
1443.75,1.25,24.87,0.0402
1446.25,1.25,21.62,0.0462
1448.75,1.25,21.01,0.0476
1451.25,1.25,22.1,0.0453
1453.75,1.25,21.05,0.0475
1456.25,1.25,21,0.0476
1458.75,1.25,21.04,0.0475
1461.25,1.25,22.09,0.0453
1463.75,1.25,20.87,0.0479
1466.25,1.25,18.93,0.0528
1468.75,1.25,20.15,0.0496
1471.25,1.25,24.28,0.0412
1473.75,1.25,25.05,0.0399
1476.25,1.25,27.95,0.0358
1478.75,1.25,28.2,0.0355
1481.25,1.25,23.94,0.0418
1483.75,1.25,29.33,0.0341
1486.25,1.25,23.22,0.0431
