X,Depth,Resistivity,Conductivity
63.75,3.75,37.47,0.0267
66.25,3.75,35.73,0.028
68.75,3.75,32.15,0.0311
71.25,3.75,33.16,0.0302
73.75,3.75,34.35,0.0291
76.25,3.75,35.43,0.0282
78.75,3.75,35.8,0.0279
81.25,3.75,35.84,0.0279
83.75,3.75,38.46,0.026
86.25,3.75,39.06,0.0256
88.75,3.75,48.14,0.0208
91.25,3.75,49.33,0.0203
93.75,3.75,53.17,0.0188
96.25,3.75,53.11,0.0188
98.75,3.75,57.59,0.0174
101.25,3.75,60.43,0.0165
103.75,3.75,60.93,0.0164
106.25,3.75,58.26,0.0172
108.75,3.75,55.49,0.018
111.25,3.75,53.88,0.0186
113.75,3.75,54.33,0.0184
116.25,3.75,55.34,0.0181
118.75,3.75,56.34,0.0177
121.25,3.75,55.82,0.0179
123.75,3.75,53.41,0.0187
126.25,3.75,55.02,0.0182
128.75,3.75,55.13,0.0181
131.25,3.75,51.48,0.0194
133.75,3.75,51.92,0.0193
136.25,3.75,49.93,0.02
138.75,3.75,47.47,0.0211
141.25,3.75,48.43,0.0206
143.75,3.75,48.41,0.0207
146.25,3.75,46.84,0.0214
148.75,3.75,46.89,0.0213
151.25,3.75,48.03,0.0208
153.75,3.75,50.52,0.0198
156.25,3.75,50.44,0.0198
158.75,3.75,49.18,0.0203
161.25,3.75,50.45,0.0198
163.75,3.75,50.14,0.0199
166.25,3.75,45.93,0.0218
168.75,3.75,45.48,0.022
171.25,3.75,46.52,0.0215
173.75,3.75,47.42,0.0211
176.25,3.75,47.54,0.021
178.75,3.75,47.46,0.0211
181.25,3.75,51.48,0.0194
183.75,3.75,49.63,0.0201
186.25,3.75,47.67,0.021
188.75,3.75,39.64,0.0252
191.25,3.75,39.76,0.0252
193.75,3.75,41.75,0.024
196.25,3.75,49.65,0.0201
198.75,3.75,49.54,0.0202
201.25,3.75,57.39,0.0174
203.75,3.75,57.83,0.0173
206.25,3.75,50.36,0.0199
208.75,3.75,49.21,0.0203
211.25,3.75,46.16,0.0217
213.75,3.75,46.14,0.0217
216.25,3.75,46.1,0.0217
218.75,3.75,47.78,0.0209
221.25,3.75,53.42,0.0187
223.75,3.75,53.71,0.0186
226.25,3.75,55.97,0.0179
228.75,3.75,55.21,0.0181
231.25,3.75,46.68,0.0214
233.75,3.75,37.58,0.0266
236.25,3.75,36.28,0.0276
238.75,3.75,17.43,0.0574
241.25,3.75,33.34,0.03
243.75,3.75,34.92,0.0286
246.25,3.75,39.62,0.0252
248.75,3.75,27.17,0.0368
251.25,3.75,32.74,0.0305
253.75,3.75,47.46,0.0211
256.25,3.75,47.39,0.0211
258.75,3.75,48.37,0.0207
261.25,3.75,51.69,0.0193
263.75,3.75,50.18,0.0199
266.25,3.75,46.8,0.0214
268.75,3.75,47.02,0.0213
271.25,3.75,48.28,0.0207
273.75,3.75,48.57,0.0206
276.25,3.75,44.84,0.0223
278.75,3.75,44.87,0.0223
281.25,3.75,44.88,0.0223
283.75,3.75,44.7,0.0224
286.25,3.75,45.95,0.0218
288.75,3.75,58.65,0.017
291.25,3.75,61.49,0.0163
293.75,3.75,61.27,0.0163
296.25,3.75,52.16,0.0192
298.75,3.75,50.18,0.0199
301.25,3.75,56.15,0.0178
303.75,3.75,60.18,0.0166
306.25,3.75,55.48,0.018
308.75,3.75,50.61,0.0198
311.25,3.75,48.37,0.0207
313.75,3.75,47.4,0.0211
316.25,3.75,48.88,0.0205
318.75,3.75,50.19,0.0199
321.25,3.75,47.7,0.021
323.75,3.75,39.78,0.0251
326.25,3.75,40.45,0.0247
328.75,3.75,45.23,0.0221
331.25,3.75,45.37,0.022
333.75,3.75,40.44,0.0247
336.25,3.75,40.6,0.0246
338.75,3.75,40.76,0.0245
341.25,3.75,35.16,0.0284
343.75,3.75,35.02,0.0286
346.25,3.75,38.8,0.0258
348.75,3.75,41.61,0.024
351.25,3.75,49.26,0.0203
353.75,3.75,50.01,0.02
356.25,3.75,59.87,0.0167
358.75,3.75,61.13,0.0164
361.25,3.75,45.39,0.022
363.75,3.75,40.15,0.0249
366.25,3.75,67,0.0149
368.75,3.75,87.98,0.0114
371.25,3.75,42.53,0.0235
373.75,3.75,24.16,0.0414
376.25,3.75,39.24,0.0255
378.75,3.75,72.05,0.0139
381.25,3.75,70.9,0.0141
383.75,3.75,47.51,0.021
386.25,3.75,47.58,0.021
388.75,3.75,47.61,0.021
391.25,3.75,47.91,0.0209
393.75,3.75,47.77,0.0209
396.25,3.75,47.98,0.0208
398.75,3.75,48.1,0.0208
401.25,3.75,47.67,0.021
403.75,3.75,47.58,0.021
406.25,3.75,47.62,0.021
408.75,3.75,51.99,0.0192
411.25,3.75,70.93,0.0141
413.75,3.75,70.68,0.0141
416.25,3.75,62.7,0.0159
418.75,3.75,62.3,0.0161
421.25,3.75,63.77,0.0157
423.75,3.75,69.14,0.0145
426.25,3.75,74.25,0.0135
428.75,3.75,77.14,0.013
431.25,3.75,74.65,0.0134
433.75,3.75,71.4,0.014
436.25,3.75,69.78,0.0143
438.75,3.75,68.23,0.0147
441.25,3.75,53.43,0.0187
443.75,3.75,52.21,0.0192
446.25,3.75,52.42,0.0191
448.75,3.75,55.33,0.0181
451.25,3.75,55.92,0.0179
453.75,3.75,56.09,0.0178
456.25,3.75,56.2,0.0178
458.75,3.75,55.99,0.0179
461.25,3.75,53.51,0.0187
463.75,3.75,52.96,0.0189
466.25,3.75,53.03,0.0189
468.75,3.75,53.05,0.0188
471.25,3.75,52.24,0.0191
473.75,3.75,48.83,0.0205
476.25,3.75,48.38,0.0207
478.75,3.75,48.48,0.0206
481.25,3.75,53.88,0.0186
483.75,3.75,54.07,0.0185
486.25,3.75,54.32,0.0184
488.75,3.75,58.31,0.0171
491.25,3.75,58.49,0.0171
493.75,3.75,53.75,0.0186
496.25,3.75,52.38,0.0191
498.75,3.75,50.01,0.02
501.25,3.75,48.94,0.0204
503.75,3.75,48.84,0.0205
506.25,3.75,54.83,0.0182
508.75,3.75,57.35,0.0174
511.25,3.75,57.38,0.0174
513.75,3.75,57.44,0.0174
516.25,3.75,64.27,0.0156
518.75,3.75,66.68,0.015
521.25,3.75,63.72,0.0157
523.75,3.75,57.02,0.0175
526.25,3.75,57.08,0.0175
528.75,3.75,58.45,0.0171
531.25,3.75,59.47,0.0168
533.75,3.75,59.28,0.0169
536.25,3.75,57.34,0.0174
538.75,3.75,55.33,0.0181
541.25,3.75,55.18,0.0181
543.75,3.75,55.02,0.0182
546.25,3.75,53.34,0.0187
548.75,3.75,49.88,0.02
