X,Depth,Resistivity,Conductivity
11.25,1.25,24.35,0.0411
13.75,1.25,21.22,0.0471
16.25,1.25,20.91,0.0478
18.75,1.25,21.23,0.0471
21.25,1.25,22.16,0.0451
23.75,1.25,21.88,0.0457
26.25,1.25,21.84,0.0458
28.75,1.25,20.62,0.0485
31.25,1.25,23.06,0.0434
33.75,1.25,22.09,0.0453
36.25,1.25,24.96,0.0401
38.75,1.25,25.33,0.0395
41.25,1.25,29.69,0.0337
43.75,1.25,28.74,0.0348
46.25,1.25,31.93,0.0313
48.75,1.25,31.91,0.0313
51.25,1.25,31.73,0.0315
53.75,1.25,31.87,0.0314
56.25,1.25,31.28,0.032
58.75,1.25,30.03,0.0333
61.25,1.25,29.04,0.0344
63.75,1.25,35.82,0.0279
66.25,1.25,24.74,0.0404
68.75,1.25,31.89,0.0314
71.25,1.25,30.72,0.0325
73.75,1.25,31.24,0.032
76.25,1.25,30.7,0.0326
78.75,1.25,30.69,0.0326
81.25,1.25,29.42,0.034
83.75,1.25,28.31,0.0353
86.25,1.25,27.38,0.0365
88.75,1.25,27.88,0.0359
91.25,1.25,27.99,0.0357
93.75,1.25,27.23,0.0367
96.25,1.25,25.9,0.0386
98.75,1.25,29.61,0.0338
101.25,1.25,29.61,0.0338
103.75,1.25,29.47,0.0339
106.25,1.25,33.53,0.0298
108.75,1.25,33.63,0.0297
111.25,1.25,34.75,0.0288
113.75,1.25,33.55,0.0298
116.25,1.25,31.15,0.0321
118.75,1.25,31.11,0.0321
121.25,1.25,32.66,0.0306
123.75,1.25,32.3,0.031
126.25,1.25,29.91,0.0334
128.75,1.25,29.94,0.0334
131.25,1.25,31.59,0.0317
133.75,1.25,28.44,0.0352
136.25,1.25,29.06,0.0344
138.75,1.25,28.3,0.0353
141.25,1.25,28.14,0.0355
143.75,1.25,27.57,0.0363
146.25,1.25,26.3,0.038
148.75,1.25,29.73,0.0336
151.25,1.25,26.39,0.0379
153.75,1.25,26.68,0.0375
156.25,1.25,26.49,0.0377
158.75,1.25,26.52,0.0377
161.25,1.25,30.59,0.0327
163.75,1.25,30.61,0.0327
166.25,1.25,33.12,0.0302
168.75,1.25,29.78,0.0336
171.25,1.25,31.75,0.0315
173.75,1.25,27.59,0.0362
176.25,1.25,27.69,0.0361
178.75,1.25,27.81,0.036
181.25,1.25,28.44,0.0352
183.75,1.25,28.41,0.0352
186.25,1.25,23.36,0.0428
188.75,1.25,29.92,0.0334
191.25,1.25,25.18,0.0397
193.75,1.25,26.35,0.038
196.25,1.25,24.37,0.041
198.75,1.25,27.61,0.0362
201.25,1.25,27.08,0.0369
203.75,1.25,26.24,0.0381
206.25,1.25,27.63,0.0362
208.75,1.25,28.02,0.0357
211.25,1.25,28.08,0.0356
213.75,1.25,23.82,0.042
216.25,1.25,27.14,0.0368
218.75,1.25,29.42,0.034
221.25,1.25,29.38,0.034
223.75,1.25,29.52,0.0339
226.25,1.25,32.78,0.0305
228.75,1.25,32.67,0.0306
231.25,1.25,37,0.027
233.75,1.25,30.41,0.0329
236.25,1.25,33.38,0.03
238.75,1.25,33.28,0.03
241.25,1.25,34.21,0.0292
243.75,1.25,28.76,0.0348
246.25,1.25,32.12,0.0311
248.75,1.25,29.87,0.0335
251.25,1.25,29.87,0.0335
253.75,1.25,31.89,0.0314
256.25,1.25,34.91,0.0286
258.75,1.25,35.61,0.0281
261.25,1.25,31.35,0.0319
263.75,1.25,35.1,0.0285
266.25,1.25,31.92,0.0313
268.75,1.25,32.64,0.0306
271.25,1.25,31.95,0.0313
273.75,1.25,30.49,0.0328
276.25,1.25,29.56,0.0338
278.75,1.25,29.45,0.034
281.25,1.25,30.21,0.0331
283.75,1.25,31,0.0323
286.25,1.25,30.76,0.0325
288.75,1.25,31.98,0.0313
291.25,1.25,30.95,0.0323
293.75,1.25,32.53,0.0307
296.25,1.25,34.81,0.0287
298.75,1.25,34.79,0.0287
301.25,1.25,37.49,0.0267
303.75,1.25,38.14,0.0262
306.25,1.25,37.33,0.0268
308.75,1.25,37.38,0.0268
311.25,1.25,37.76,0.0265
313.75,1.25,38.52,0.026
316.25,1.25,44.63,0.0224
318.75,1.25,44.62,0.0224
321.25,1.25,44.58,0.0224
323.75,1.25,44.83,0.0223
326.25,1.25,45.34,0.0221
328.75,1.25,39.87,0.0251
331.25,1.25,43.42,0.023
333.75,1.25,45.42,0.022
336.25,1.25,46.78,0.0214
338.75,1.25,44.53,0.0225
341.25,1.25,44.23,0.0226
343.75,1.25,44.72,0.0224
346.25,1.25,40.94,0.0244
348.75,1.25,40.98,0.0244
351.25,1.25,36.3,0.0275
353.75,1.25,37.57,0.0266
356.25,1.25,40.54,0.0247
358.75,1.25,46.61,0.0215
361.25,1.25,46.15,0.0217
363.75,1.25,45.92,0.0218
366.25,1.25,49.91,0.02
368.75,1.25,45.37,0.022
371.25,1.25,45.2,0.0221
373.75,1.25,45.69,0.0219
376.25,1.25,47.29,0.0211
378.75,1.25,48.84,0.0205
381.25,1.25,55.68,0.018
383.75,1.25,45.14,0.0222
386.25,1.25,54.66,0.0183
388.75,1.25,44.81,0.0223
391.25,1.25,42.51,0.0235
393.75,1.25,40.47,0.0247
396.25,1.25,42.16,0.0237
398.75,1.25,43.69,0.0229
401.25,1.25,42.87,0.0233
403.75,1.25,49.14,0.0203
406.25,1.25,44.4,0.0225
408.75,1.25,40.91,0.0244
411.25,1.25,44.4,0.0225
413.75,1.25,43.31,0.0231
416.25,1.25,43.26,0.0231
418.75,1.25,45.47,0.022
421.25,1.25,40.67,0.0246
423.75,1.25,43.06,0.0232
426.25,1.25,40.25,0.0248
428.75,1.25,41.5,0.0241
431.25,1.25,33.06,0.0302
433.75,1.25,39.2,0.0255
436.25,1.25,35.56,0.0281
438.75,1.25,45.32,0.0221
441.25,1.25,46.26,0.0216
443.75,1.25,46.32,0.0216
446.25,1.25,52.88,0.0189
448.75,1.25,53.48,0.0187
451.25,1.25,50.42,0.0198
453.75,1.25,49.92,0.02
456.25,1.25,49.87,0.0201
458.75,1.25,44.8,0.0223
461.25,1.25,44.46,0.0225
463.75,1.25,40.48,0.0247
466.25,1.25,44.7,0.0224
468.75,1.25,48.16,0.0208
471.25,1.25,46.49,0.0215
473.75,1.25,44.84,0.0223
476.25,1.25,46.73,0.0214
478.75,1.25,44.4,0.0225
481.25,1.25,47.71,0.021
483.75,1.25,36.79,0.0272
486.25,1.25,45.13,0.0222
488.75,1.25,43.62,0.0229
491.25,1.25,43.33,0.0231
493.75,1.25,51.11,0.0196
496.25,1.25,53.43,0.0187
498.75,1.25,56.02,0.0178
501.25,1.25,48.7,0.0205
503.75,1.25,48.99,0.0204
506.25,1.25,52.74,0.019
508.75,1.25,39.3,0.0254
511.25,1.25,53,0.0189
513.75,1.25,33.84,0.0295
516.25,1.25,40.17,0.0249
518.75,1.25,40,0.025
521.25,1.25,38.51,0.026
523.75,1.25,68.02,0.0147
526.25,1.25,65.64,0.0152
528.75,1.25,76.58,0.0131
531.25,1.25,61.9,0.0162
533.75,1.25,58.03,0.0172
536.25,1.25,58.25,0.0172
538.75,1.25,43.69,0.0229
541.25,1.25,44.19,0.0226
543.75,1.25,32.96,0.0303
546.25,1.25,38.82,0.0258
548.75,1.25,35.78,0.028
551.25,1.25,35.34,0.0283
553.75,1.25,47.08,0.0212
556.25,1.25,46.44,0.0215
558.75,1.25,53.58,0.0187
561.25,1.25,43.09,0.0232
563.75,1.25,45.79,0.0218
566.25,1.25,39.78,0.0251
568.75,1.25,41.01,0.0244
571.25,1.25,40.93,0.0244
573.75,1.25,38.56,0.0259
576.25,1.25,45.14,0.0222
578.75,1.25,46.28,0.0216
581.25,1.25,46.34,0.0216
583.75,1.25,47.6,0.021
586.25,1.25,47.94,0.0209
588.75,1.25,48.17,0.0208
591.25,1.25,47.99,0.0208
593.75,1.25,53.93,0.0185
13.75,3.75,33.16,0.0302
16.25,3.75,36.21,0.0276
18.75,3.75,43.97,0.0227
21.25,3.75,43.96,0.0227
23.75,3.75,43.78,0.0228
26.25,3.75,42.08,0.0238
