X,Depth,Resistivity,Conductivity
6.25,1.25,78.57,0.0127
8.75,1.25,43.94,0.0228
11.25,1.25,30.13,0.0332
13.75,1.25,38.19,0.0262
16.25,1.25,31.67,0.0316
18.75,1.25,32.07,0.0312
21.25,1.25,31.73,0.0315
23.75,1.25,31.4,0.0318
26.25,1.25,25.6,0.0391
28.75,1.25,27.48,0.0364
31.25,1.25,24.22,0.0413
33.75,1.25,26.6,0.0376
36.25,1.25,23.97,0.0417
38.75,1.25,24.08,0.0415
41.25,1.25,22.3,0.0448
43.75,1.25,28.07,0.0356
46.25,1.25,25.01,0.04
48.75,1.25,25.76,0.0388
51.25,1.25,19.94,0.0502
53.75,1.25,26.61,0.0376
56.25,1.25,20.54,0.0487
58.75,1.25,24.28,0.0412
61.25,1.25,27.68,0.0361
63.75,1.25,21.06,0.0475
66.25,1.25,20.66,0.0484
68.75,1.25,21.55,0.0464
71.25,1.25,22.17,0.0451
73.75,1.25,15.34,0.0652
76.25,1.25,30.89,0.0324
78.75,1.25,21.48,0.0465
81.25,1.25,21.19,0.0472
83.75,1.25,21,0.0476
86.25,1.25,22.1,0.0453
88.75,1.25,22.7,0.044
91.25,1.25,24.14,0.0414
93.75,1.25,24.32,0.0411
96.25,1.25,24.52,0.0408
98.75,1.25,24.98,0.04
101.25,1.25,25.43,0.0393
103.75,1.25,26.1,0.0383
106.25,1.25,30.95,0.0323
108.75,1.25,28.28,0.0354
111.25,1.25,28.65,0.0349
113.75,1.25,28.26,0.0354
116.25,1.25,26.49,0.0378
118.75,1.25,33.22,0.0301
121.25,1.25,29,0.0345
123.75,1.25,38.83,0.0258
126.25,1.25,28.68,0.0349
128.75,1.25,36.24,0.0276
131.25,1.25,33.78,0.0296
133.75,1.25,35.61,0.0281
136.25,1.25,33.17,0.0301
138.75,1.25,38.33,0.0261
141.25,1.25,35.53,0.0281
143.75,1.25,37.79,0.0265
146.25,1.25,32.66,0.0306
148.75,1.25,28.92,0.0346
151.25,1.25,40.11,0.0249
153.75,1.25,33.58,0.0298
156.25,1.25,44.14,0.0227
158.75,1.25,34.62,0.0289
161.25,1.25,46.6,0.0215
163.75,1.25,39.2,0.0255
166.25,1.25,46.17,0.0217
168.75,1.25,37.76,0.0265
171.25,1.25,40.93,0.0244
173.75,1.25,40.36,0.0248
176.25,1.25,38.16,0.0262
178.75,1.25,32.76,0.0305
181.25,1.25,28.5,0.0351
183.75,1.25,28.4,0.0352
186.25,1.25,29.86,0.0335
188.75,1.25,36.17,0.0276
191.25,1.25,32.72,0.0306
193.75,1.25,37.12,0.0269
196.25,1.25,33.31,0.03
198.75,1.25,39.21,0.0255
201.25,1.25,34.74,0.0288
203.75,1.25,46.51,0.0215
206.25,1.25,27.97,0.0358
208.75,1.25,32.23,0.031
211.25,1.25,15.69,0.0638
213.75,1.25,24.2,0.0413
216.25,1.25,18.36,0.0545
218.75,1.25,13.96,0.0716
221.25,1.25,24.64,0.0406
223.75,1.25,26.38,0.0379
226.25,1.25,24.97,0.04
228.75,1.25,24.58,0.0407
231.25,1.25,24.36,0.041
233.75,1.25,20.14,0.0497
236.25,1.25,22.16,0.0451
238.75,1.25,39.15,0.0255
241.25,1.25,14.18,0.0705
243.75,1.25,13.59,0.0736
246.25,1.25,63.73,0.0157
248.75,1.25,32.57,0.0307
251.25,1.25,44.28,0.0226
253.75,1.25,42.87,0.0233
256.25,1.25,45.8,0.0218
258.75,1.25,22.51,0.0444
261.25,1.25,30.3,0.033
263.75,1.25,21,0.0476
266.25,1.25,27.99,0.0357
268.75,1.25,22.96,0.0435
271.25,1.25,26.28,0.0381
273.75,1.25,26.14,0.0383
276.25,1.25,28.05,0.0356
278.75,1.25,29.2,0.0342
281.25,1.25,30.33,0.033
283.75,1.25,31.14,0.0321
286.25,1.25,32.08,0.0312
288.75,1.25,33.17,0.0301
291.25,1.25,28.47,0.0351
293.75,1.25,27.91,0.0358
296.25,1.25,24.53,0.0408
298.75,1.25,23.46,0.0426
301.25,1.25,20.8,0.0481
303.75,1.25,21.38,0.0468
306.25,1.25,17.96,0.0557
308.75,1.25,22.16,0.0451
311.25,1.25,21.63,0.0462
313.75,1.25,24.76,0.0404
316.25,1.25,23.67,0.0422
318.75,1.25,24.47,0.0409
321.25,1.25,23.52,0.0425
323.75,1.25,22.98,0.0435
326.25,1.25,21.95,0.0455
328.75,1.25,22.13,0.0452
331.25,1.25,21.05,0.0475
333.75,1.25,20.85,0.048
336.25,1.25,20.87,0.0479
338.75,1.25,20.91,0.0478
341.25,1.25,22.1,0.0452
343.75,1.25,24.56,0.0407
346.25,1.25,24.61,0.0406
348.75,1.25,24.88,0.0402
351.25,1.25,26.32,0.038
353.75,1.25,26.2,0.0382
356.25,1.25,24.55,0.0407
358.75,1.25,25.93,0.0386
361.25,1.25,24.14,0.0414
363.75,1.25,24.43,0.0409
366.25,1.25,24.51,0.0408
368.75,1.25,23.64,0.0423
371.25,1.25,31.33,0.0319
373.75,1.25,14.32,0.0698
376.25,1.25,37.15,0.0269
378.75,1.25,15.83,0.0632
381.25,1.25,15.04,0.0665
383.75,1.25,33.13,0.0302
386.25,1.25,20.28,0.0493
388.75,1.25,20.78,0.0481
391.25,1.25,21.34,0.0469
393.75,1.25,21.49,0.0465
396.25,1.25,24.25,0.0412
398.75,1.25,23.05,0.0434
401.25,1.25,24.82,0.0403
403.75,1.25,22.74,0.044
406.25,1.25,21.27,0.047
408.75,1.25,21.2,0.0472
411.25,1.25,22.67,0.0441
413.75,1.25,23.22,0.0431
416.25,1.25,19.78,0.0506
418.75,1.25,20.28,0.0493
421.25,1.25,19.93,0.0502
423.75,1.25,19.73,0.0507
426.25,1.25,16.23,0.0616
428.75,1.25,18.46,0.0542
431.25,1.25,19.17,0.0522
433.75,1.25,19.42,0.0515
436.25,1.25,19.82,0.0504
438.75,1.25,29.65,0.0337
441.25,1.25,8.77,0.1141
443.75,1.25,4.21,0.2377
446.25,1.25,33.5,0.0299
448.75,1.25,17.03,0.0587
451.25,1.25,24.85,0.0402
453.75,1.25,24.46,0.0409
456.25,1.25,26.42,0.0378
458.75,1.25,23.63,0.0423
461.25,1.25,32.26,0.031
463.75,1.25,32.18,0.0311
466.25,1.25,37.48,0.0267
468.75,1.25,36.87,0.0271
471.25,1.25,38.48,0.026
