X,Elevation,Resistivity,Conductivity
657.52,198.26,85.62,0.0117
662.52,198.4,41.54,0.0241
667.52,198.54,33.24,0.0301
672.52,198.69,35.09,0.0285
677.52,198.83,29.16,0.0343
682.52,198.97,42.71,0.0234
687.52,199.11,64.2,0.0156
692.52,199.25,116.63,0.008574
697.52,199.39,122.94,0.008134
702.52,199.53,369.77,0.002704
707.52,199.61,112.36,0.0089
712.52,199.63,150.65,0.006638
717.52,199.64,151.54,0.006599
722.52,199.66,244.96,0.004082
727.52,199.67,152.37,0.006563
732.52,199.69,144.75,0.006908
737.52,199.71,143.52,0.006968
742.52,199.72,199.05,0.005024
747.52,199.74,231.83,0.004314
752.52,199.76,49.46,0.0202
757.52,199.77,26.1,0.0383
762.52,199.79,54.1,0.0185
767.52,199.81,41.59,0.024
772.52,199.82,60.85,0.0164
777.52,199.84,75.86,0.0132
782.52,199.86,115.74,0.00864
787.52,199.87,101.3,0.009872
792.52,199.89,104.39,0.009579
797.52,199.91,43.22,0.0231
802.52,199.92,57.86,0.0173
807.52,199.94,35.82,0.0279
812.52,199.95,94.78,0.0106
817.52,199.97,94.66,0.0106
822.52,199.98,58.16,0.0172
827.52,200,56.11,0.0178
832.52,200.01,80.74,0.0124
837.52,200.03,75.61,0.0132
842.52,200.04,61.86,0.0162
847.52,200.06,53.57,0.0187
852.52,200.07,44.23,0.0226
857.52,200.09,48.66,0.0206
862.52,200.1,52.07,0.0192
867.52,200.12,52.36,0.0191
872.52,200.13,47.53,0.021
877.52,200.15,59.33,0.0169
882.52,200.16,194.47,0.005142
887.52,200.18,111.59,0.008961
892.52,200.19,102.83,0.009725
897.52,200.21,15.79,0.0633
902.52,200.23,99.52,0.01
907.52,200.25,53.28,0.0188
912.52,200.27,32.05,0.0312
917.52,200.3,98.75,0.0101
922.52,200.32,38.09,0.0263
927.52,200.34,34.71,0.0288
932.52,200.37,21.78,0.0459
937.52,200.39,14.56,0.0687
942.52,200.41,39.34,0.0254
947.52,200.44,86.16,0.0116
952.52,200.46,77.89,0.0128
957.52,200.48,116.7,0.008569
962.52,200.51,120.6,0.008292
967.52,200.59,118.27,0.008455
972.52,200.7,125.83,0.007947
977.52,200.82,126.56,0.007901
982.52,200.93,127.11,0.007867
987.52,201.04,96.43,0.0104
992.52,201.14,184.82,0.005411
997.52,201.2,71.82,0.0139
1002.52,201.26,113.44,0.008815
1007.52,201.32,92.91,0.0108
1012.52,201.38,53.78,0.0186
1017.52,201.44,76.36,0.0131
1022.52,201.5,62.1,0.0161
1027.52,201.56,58.1,0.0172
1032.52,201.62,67.61,0.0148
1037.52,201.68,67.52,0.0148
1042.52,201.74,58.19,0.0172
1047.52,201.8,72.56,0.0138
1052.52,201.86,86.75,0.0115
1057.52,201.93,104.11,0.009605
1062.52,201.99,120.7,0.008285
1067.52,202.05,205.05,0.004877
1072.52,202.11,199.07,0.005023
1077.52,202.18,207.18,0.004827
1082.52,202.25,182.39,0.005483
1087.52,202.31,113.66,0.008798
1092.52,202.35,225.07,0.004443
1097.52,202.37,101.17,0.009884
1102.52,202.38,779.82,0.001282
1107.52,202.4,597.27,0.001674
1112.52,202.41,199.1,0.005023
1117.52,202.43,228.48,0.004377
1122.52,202.44,371.43,0.002692
1127.52,202.46,367.27,0.002723
1132.52,202.47,361.91,0.002763
1137.52,202.49,318.13,0.003143
1142.52,202.5,317.65,0.003148
1147.52,202.52,112.78,0.008867
1152.52,202.54,580.77,0.001722
1157.52,202.55,24.04,0.0416
1162.52,202.57,66.18,0.0151
1167.52,202.58,70.73,0.0141
1172.52,202.6,46.81,0.0214
1177.52,202.61,84.57,0.0118
1182.52,202.63,27.06,0.037
1187.52,202.65,73.29,0.0136
1192.52,202.68,541.53,0.001847
1197.52,202.73,34.18,0.0293
1202.52,202.78,71.99,0.0139
1207.52,202.82,317.24,0.003152
1212.52,202.87,92.01,0.0109
1217.52,202.92,144.02,0.006943
1222.52,202.96,152.7,0.006549
1227.52,203.01,160.57,0.006228
1232.52,203.06,115.53,0.008656
1237.52,203.11,440.23,0.002272
1242.52,203.15,238.15,0.004199
1247.52,203.2,444.93,0.002248
1252.52,203.25,508.26,0.001967
1257.52,203.29,496.22,0.002015
1262.52,203.34,422.22,0.002368
1267.52,203.39,422.79,0.002365
1272.52,203.44,470.29,0.002126
1277.52,203.48,438.79,0.002279
1282.52,203.53,366.7,0.002727
1287.52,203.57,362.71,0.002757
1292.52,203.61,579.32,0.001726
1297.52,203.64,152.96,0.006538
1302.52,203.67,265.62,0.003765
1307.52,203.71,215.5,0.00464
1312.52,203.74,194.28,0.005147
1317.52,203.78,334.63,0.002988
1322.52,203.81,289.94,0.003449
1327.52,203.84,541.01,0.001848
1332.52,203.88,283.81,0.003523
1337.52,203.91,275.6,0.003628
1342.52,203.94,56.68,0.0176
1347.52,203.98,50.89,0.0197
1352.52,204.01,798.75,0.001252
1357.52,204.05,127.87,0.00782
1362.52,204.08,492.85,0.002029
1367.52,204.11,90.87,0.011
1372.52,204.15,125.33,0.007979
1377.52,204.17,125.16,0.00799
1382.52,204.17,112.95,0.008853
1387.52,204.17,76.46,0.0131
12.53,195.15,34.51,0.029
17.53,194.39,40.35,0.0248
22.53,193.67,44.78,0.0223
27.53,192.93,44.79,0.0223
32.53,192.15,34,0.0294
37.53,191.52,31.26,0.032
42.53,191.05,31.62,0.0316
47.53,190.89,37.01,0.027
52.53,191.09,39.29,0.0255
57.53,191.35,39.25,0.0255
62.53,191.6,35.61,0.0281
67.53,191.93,29.46,0.0339
