X,Elevation,Resistivity,Conductivity
6.25,215.58,51.36,0.0195
8.75,215.58,61.1,0.0164
11.25,215.58,59.51,0.0168
13.75,215.58,59.69,0.0168
16.25,215.58,53.44,0.0187
18.75,215.59,57.3,0.0175
21.25,215.59,53.31,0.0188
23.75,215.59,50.14,0.0199
26.25,215.59,49.14,0.0204
28.75,215.59,49.85,0.0201
31.25,215.59,51.54,0.0194
33.75,215.6,51.27,0.0195
36.25,215.6,50.33,0.0199
38.75,215.6,48.02,0.0208
41.25,215.6,53.82,0.0186
43.75,215.6,50.11,0.02
46.25,215.61,49.31,0.0203
48.75,215.61,48.83,0.0205
51.25,215.61,48.79,0.0205
53.75,215.61,44.71,0.0224
56.25,215.61,44.46,0.0225
58.75,215.61,41.38,0.0242
61.25,215.62,40.99,0.0244
63.75,215.62,38.03,0.0263
66.25,215.62,36.34,0.0275
68.75,215.62,33.46,0.0299
71.25,215.62,29.57,0.0338
73.75,215.63,29.67,0.0337
76.25,215.63,29.46,0.0339
78.75,215.63,25.61,0.039
81.25,215.63,22.71,0.044
83.75,215.63,25.16,0.0397
86.25,215.63,25.21,0.0397
88.75,215.63,25.09,0.0398
91.25,215.63,25.03,0.04
93.75,215.63,27.15,0.0368
96.25,215.62,26.79,0.0373
98.75,215.62,26.49,0.0377
101.25,215.62,25.7,0.0389
103.75,215.61,25.72,0.0389
106.25,215.61,28.67,0.0349
108.75,215.61,25.69,0.0389
111.25,215.61,29.24,0.0342
113.75,215.6,28.18,0.0355
116.25,215.6,28.44,0.0352
118.75,215.6,28.32,0.0353
121.25,215.59,28.64,0.0349
123.75,215.59,25.51,0.0392
126.25,215.59,25.53,0.0392
128.75,215.58,25.87,0.0387
131.25,215.58,26.94,0.0371
133.75,215.58,26.9,0.0372
136.25,215.57,25.25,0.0396
138.75,215.57,28.08,0.0356
141.25,215.57,29.22,0.0342
143.75,215.56,29.19,0.0343
146.25,215.56,27.54,0.0363
148.75,215.56,30.92,0.0323
151.25,215.55,32.3,0.031
153.75,215.55,27.4,0.0365
156.25,215.55,28.81,0.0347
158.75,215.54,28.85,0.0347
161.25,215.54,29.77,0.0336
163.75,215.53,30.31,0.033
166.25,215.53,28.5,0.0351
168.75,215.53,29.09,0.0344
171.25,215.52,26.93,0.0371
173.75,215.52,39.81,0.0251
176.25,215.52,34.6,0.0289
178.75,215.51,36.79,0.0272
181.25,215.51,31.8,0.0314
183.75,215.5,40.11,0.0249
186.25,215.5,36.74,0.0272
188.75,215.5,53.18,0.0188
191.25,215.51,48.9,0.0205
193.75,215.52,48.64,0.0206
196.25,215.52,43.36,0.0231
198.75,215.53,41.14,0.0243
201.25,215.54,45.15,0.0221
203.75,215.54,41.96,0.0238
206.25,215.55,53.43,0.0187
208.75,215.56,36.23,0.0276
211.25,215.56,47.86,0.0209
213.75,215.57,40.09,0.0249
216.25,215.58,61.44,0.0163
218.75,215.58,46.25,0.0216
221.25,215.59,49.03,0.0204
223.75,215.6,37.73,0.0265
226.25,215.6,48.09,0.0208
228.75,215.61,47.83,0.0209
231.25,215.62,61.95,0.0161
233.75,215.62,61.49,0.0163
236.25,215.63,55.52,0.018
238.75,215.64,57.33,0.0174
241.25,215.64,50.36,0.0199
243.75,215.65,49.79,0.0201
246.25,215.66,47.3,0.0211
248.75,215.66,48.01,0.0208
251.25,215.67,48.63,0.0206
253.75,215.68,48.71,0.0205
