X,Elevation,Resistivity,Conductivity
496.25,217.03,65.43,0.0153
498.75,217.03,68.45,0.0146
501.25,217.04,68.54,0.0146
503.75,217.04,68.72,0.0146
506.25,217.04,68.6,0.0146
508.75,217.04,56.78,0.0176
511.25,217.05,53.49,0.0187
513.75,217.05,37.64,0.0266
516.25,217.05,38.09,0.0263
518.75,217.05,38.17,0.0262
521.25,217.06,38.16,0.0262
523.75,217.06,49.34,0.0203
526.25,217.06,61.75,0.0162
528.75,217.06,71.48,0.014
531.25,217.07,71.33,0.014
533.75,217.07,70.52,0.0142
536.25,217.07,68.81,0.0145
538.75,217.07,62.52,0.016
541.25,217.08,52.28,0.0191
543.75,217.08,46.87,0.0213
546.25,217.08,45.65,0.0219
548.75,217.08,42,0.0238
551.25,217.08,41.22,0.0243
553.75,217.09,47.56,0.021
556.25,217.09,58.15,0.0172
558.75,217.09,60.93,0.0164
561.25,217.09,61.17,0.0163
563.75,217.1,62.13,0.0161
566.25,217.1,62.67,0.016
568.75,217.1,62.9,0.0159
571.25,217.1,62.71,0.0159
573.75,217.11,56.81,0.0176
576.25,217.11,56.21,0.0178
578.75,217.11,56.28,0.0178
581.25,217.11,56.67,0.0176
583.75,217.12,56.97,0.0176
586.25,217.12,57.08,0.0175
588.75,217.12,57.1,0.0175
591.25,217.12,56.89,0.0176
16.26,214.06,47.39,0.0211
18.76,214.06,47.28,0.0212
21.26,214.07,47.04,0.0213
23.76,214.07,46.48,0.0215
26.26,214.07,45.86,0.0218
28.76,214.07,45.57,0.0219
31.26,214.08,45.53,0.022
33.76,214.08,46.7,0.0214
36.26,214.08,52.85,0.0189
38.76,214.08,57.61,0.0174
41.26,214.09,57.75,0.0173
43.76,214.09,57.74,0.0173
46.26,214.09,57.83,0.0173
48.76,214.09,58.07,0.0172
51.26,214.09,58.25,0.0172
53.76,214.1,58.26,0.0172
56.26,214.1,56.05,0.0178
58.76,214.1,55.51,0.018
61.26,214.1,55.47,0.018
63.76,214.11,55.5,0.018
66.26,214.11,56.05,0.0178
68.76,214.11,58.07,0.0172
71.26,214.11,58.51,0.0171
73.76,214.12,58.8,0.017
76.26,214.12,58.95,0.017
78.76,214.12,58.8,0.017
81.26,214.12,57.85,0.0173
83.76,214.13,57.76,0.0173
86.26,214.13,57.86,0.0173
88.76,214.13,58.8,0.017
91.26,214.13,58.9,0.017
93.76,214.14,58.71,0.017
96.26,214.14,58.65,0.0171
98.76,214.14,58.99,0.017
101.26,214.14,59.04,0.0169
103.76,214.15,55.5,0.018
106.26,214.15,42.91,0.0233
108.76,214.15,39.78,0.0251
111.26,214.15,39.38,0.0254
113.76,214.16,39.35,0.0254
116.26,214.16,39.52,0.0253
118.76,214.16,42.1,0.0238
121.26,214.16,43.2,0.0231
123.76,214.17,43.16,0.0232
126.26,214.17,43.11,0.0232
128.76,214.17,43.18,0.0232
131.26,214.17,43.44,0.023
133.76,214.18,44.25,0.0226
