X,Elevation,Resistivity,Conductivity
6.25,222.75,19.99,0.05
8.75,222.74,19.92,0.0502
11.25,222.73,19.94,0.0501
13.75,222.73,19.97,0.0501
16.25,222.72,18.91,0.0529
18.75,222.71,18.95,0.0528
21.25,222.71,22.36,0.0447
23.75,222.7,23.1,0.0433
26.25,222.69,23.14,0.0432
28.75,222.69,21.91,0.0456
31.25,222.68,24.9,0.0402
33.75,222.67,24.91,0.0401
36.25,222.66,24.94,0.0401
38.75,222.66,24.42,0.041
41.25,222.65,25.84,0.0387
43.75,222.64,26.43,0.0378
46.25,222.64,25.55,0.0391
48.75,222.63,25.74,0.0388
51.25,222.62,24.85,0.0402
53.75,222.62,26.57,0.0376
56.25,222.61,30.02,0.0333
58.75,222.6,29.54,0.0339
61.25,222.59,29.49,0.0339
63.75,222.59,29.8,0.0336
66.25,222.58,28.5,0.0351
68.75,222.57,26.67,0.0375
71.25,222.57,25.56,0.0391
73.75,222.56,25.11,0.0398
76.25,222.55,23.9,0.0418
78.75,222.55,23.01,0.0435
81.25,222.55,23,0.0435
83.75,222.56,23.9,0.0418
86.25,222.56,24.62,0.0406
88.75,222.56,24.54,0.0407
91.25,222.56,24.21,0.0413
93.75,222.56,24.54,0.0407
96.25,222.56,26.73,0.0374
98.75,222.56,25.64,0.039
101.25,222.56,23.46,0.0426
103.75,222.56,23.51,0.0425
106.25,222.56,24.12,0.0415
108.75,222.57,23.49,0.0426
111.25,222.57,22.8,0.0439
113.75,222.57,22.77,0.0439
116.25,222.57,23.22,0.0431
118.75,222.57,21.6,0.0463
121.25,222.57,23.78,0.0421
123.75,222.57,23.74,0.0421
126.25,222.57,24.94,0.0401
128.75,222.57,24.49,0.0408
131.25,222.57,23.38,0.0428
133.75,222.57,23.56,0.0424
136.25,222.57,22.39,0.0447
138.75,222.57,22.72,0.044
141.25,222.57,23.26,0.043
143.75,222.56,22.88,0.0437
146.25,222.56,22.61,0.0442
148.75,222.56,25.06,0.0399
151.25,222.56,24.78,0.0404
153.75,222.56,26.19,0.0382
156.25,222.56,26.27,0.0381
158.75,222.56,26.35,0.0379
161.25,222.56,25.25,0.0396
163.75,222.56,27.58,0.0363
166.25,222.56,27.5,0.0364
168.75,222.55,26.06,0.0384
171.25,222.55,30.66,0.0326
173.75,222.55,29.22,0.0342
176.25,222.55,28.67,0.0349
178.75,222.54,28.53,0.035
181.25,222.54,30.28,0.033
183.75,222.54,29.88,0.0335
186.25,222.53,30.39,0.0329
188.75,222.53,30.82,0.0324
191.25,222.53,30.8,0.0325
