X,Elevation,Resistivity,Conductivity
267.5,189.75,41.42,0.0241
272.5,189.75,41.42,0.0241
277.5,189.75,52.52,0.019
282.5,189.75,50.2,0.0199
287.5,189.75,50.37,0.0199
292.5,189.75,48.69,0.0205
297.5,189.75,47.75,0.0209
302.5,189.75,36.83,0.0272
307.5,189.75,39.34,0.0254
312.5,189.75,34.78,0.0288
317.5,189.75,37.73,0.0265
322.5,189.75,35.19,0.0284
327.5,189.75,28.03,0.0357
332.5,189.75,30.88,0.0324
337.5,189.75,20.88,0.0479
342.5,189.75,23.56,0.0424
347.5,189.75,23.22,0.0431
352.5,189.75,23.94,0.0418
357.5,189.75,24.09,0.0415
362.5,189.75,23.32,0.0429
367.5,189.75,29.46,0.0339
372.5,189.75,30.7,0.0326
377.5,189.75,34.93,0.0286
382.5,189.75,32.77,0.0305
387.5,189.75,34.98,0.0286
392.5,189.75,32.86,0.0304
397.5,189.75,30.4,0.0329
402.5,189.75,24.28,0.0412
407.5,189.75,23.69,0.0422
412.5,189.75,25.83,0.0387
417.5,189.75,31.42,0.0318
422.5,189.75,31.27,0.032
427.5,189.75,26.92,0.0371
432.5,189.75,22.03,0.0454
437.5,189.75,23.93,0.0418
442.5,189.75,21.21,0.0471
447.5,189.75,22.55,0.0443
452.5,189.75,19.41,0.0515
457.5,189.75,19.78,0.0506
462.5,189.75,31.38,0.0319
467.5,189.75,29.75,0.0336
472.5,189.75,27.53,0.0363
477.5,189.75,37.31,0.0268
482.5,189.75,32.85,0.0304
487.5,189.75,47.88,0.0209
492.5,189.75,34.97,0.0286
497.5,189.75,34.9,0.0287
502.5,189.75,29.09,0.0344
507.5,189.75,40.32,0.0248
512.5,189.76,32.13,0.0311
517.5,189.76,43.79,0.0228
522.5,189.76,35.66,0.028
527.5,189.76,33.39,0.0299
532.5,189.76,33.63,0.0297
537.5,189.76,37.72,0.0265
542.5,189.76,28.04,0.0357
547.5,189.76,31.53,0.0317
552.5,189.76,26.99,0.0371
557.5,189.76,32.2,0.0311
562.5,189.76,29.49,0.0339
567.5,189.76,37.98,0.0263
572.5,189.76,33.76,0.0296
577.5,189.76,34.33,0.0291
582.5,189.76,24.92,0.0401
587.5,189.76,24.33,0.0411
592.5,189.76,17.23,0.058
597.5,189.76,17.25,0.058
602.5,189.76,16.33,0.0612
607.5,189.76,20.99,0.0476
612.5,189.76,18.58,0.0538
617.5,189.76,19.39,0.0516
622.5,189.76,17.23,0.058
627.5,189.76,16.22,0.0617
632.5,189.76,17.37,0.0576
637.5,189.76,17.99,0.0556
642.5,189.76,16.48,0.0607
647.5,189.76,20.31,0.0492
652.5,189.76,19.83,0.0504
657.5,189.76,24.56,0.0407
662.5,189.76,20.8,0.0481
667.5,189.76,24.19,0.0413
672.5,189.76,23.29,0.0429
677.5,189.76,25.11,0.0398
682.5,189.76,21.74,0.046
687.5,189.76,31.96,0.0313
692.5,189.76,23.81,0.042
697.5,189.76,30.42,0.0329
702.5,189.76,17.04,0.0587
707.5,189.76,29.68,0.0337
712.5,189.76,33.31,0.03
717.5,189.76,19.35,0.0517
722.5,189.76,26.73,0.0374
727.5,189.76,21.62,0.0463
732.5,189.76,26.89,0.0372
737.5,189.76,28.48,0.0351
742.5,189.76,28.4,0.0352
747.5,189.76,27.07,0.0369
752.5,189.76,29.67,0.0337
757.5,189.76,24.62,0.0406
762.5,189.76,12.57,0.0796
767.5,189.76,29.06,0.0344
772.5,189.76,30.59,0.0327
777.5,189.76,30.17,0.0331
782.5,189.76,38.41,0.026
787.5,189.76,40.6,0.0246
792.5,189.76,56.32,0.0178
797.5,189.76,38.31,0.0261
802.5,189.76,29.82,0.0335
807.5,189.76,28,0.0357
812.5,189.76,23.41,0.0427
817.5,189.76,29.74,0.0336
822.5,189.76,34.41,0.0291
827.5,189.76,30.21,0.0331
832.5,189.76,31.2,0.0321
837.5,189.76,31.06,0.0322
842.5,189.76,27.72,0.0361
847.5,189.76,35.87,0.0279
852.5,189.76,21.51,0.0465
857.5,189.76,29.76,0.0336
862.5,189.76,28.58,0.035
867.5,189.76,36.89,0.0271
872.5,189.76,32.97,0.0303
877.5,189.76,41.92,0.0239
882.5,189.76,36.13,0.0277
887.5,189.76,47.31,0.0211
892.5,189.76,23.14,0.0432
897.5,189.76,34.34,0.0291
902.5,189.76,30.26,0.033
907.5,189.76,31.44,0.0318
912.5,189.76,24.96,0.0401
917.5,189.76,42.24,0.0237
922.5,189.76,36.22,0.0276
927.5,189.76,41.47,0.0241
932.5,189.76,32.29,0.031
937.5,189.76,40.14,0.0249
942.5,189.76,31.3,0.0319
947.5,189.76,38.38,0.0261
952.5,189.76,28.59,0.035
957.5,189.76,35.56,0.0281
962.5,189.76,26.92,0.0371
967.5,189.76,29.25,0.0342
972.5,189.76,24.04,0.0416
977.5,189.76,30.05,0.0333
982.5,189.76,25.56,0.0391
987.5,189.76,36.96,0.0271
992.5,189.76,25.36,0.0394
997.5,189.76,29.47,0.0339
1002.5,189.76,26.17,0.0382
1007.5,189.76,41.6,0.024
1012.5,189.77,30.63,0.0326
1017.5,189.77,37.03,0.027
1022.5,189.77,31.63,0.0316
1027.5,189.77,40.92,0.0244
1032.5,189.77,29.54,0.0339
1037.5,189.77,29.52,0.0339
1042.5,189.77,29.2,0.0342
1047.5,189.77,34.05,0.0294
1052.5,189.77,32.96,0.0303
1057.5,189.77,29.81,0.0335
1062.5,189.77,31.95,0.0313
1067.5,189.77,32.02,0.0312
1072.5,189.77,29.72,0.0336
1077.5,189.77,25.99,0.0385
1082.5,189.77,34.41,0.0291
272.5,187.25,44.43,0.0225
280,187.25,52.01,0.0192
287.5,187.25,51.66,0.0194
292.5,187.25,44.79,0.0223
297.5,187.25,40.33,0.0248
302.5,187.25,43.08,0.0232
307.5,187.25,55.73,0.0179
312.5,187.25,60.2,0.0166
317.5,187.25,60.04,0.0167
322.5,187.25,59.56,0.0168
327.5,187.25,60.97,0.0164
332.5,187.25,60.67,0.0165
337.5,187.25,66.43,0.0151
342.5,187.25,55.72,0.0179
347.5,187.25,39.5,0.0253
352.5,187.25,39.2,0.0255
357.5,187.25,35.6,0.0281
362.5,187.25,36.08,0.0277
367.5,187.25,36.28,0.0276
372.5,187.25,35.08,0.0285
377.5,187.25,34.9,0.0287
382.5,187.25,38.11,0.0262
387.5,187.25,39.91,0.0251
392.5,187.25,39.71,0.0252
397.5,187.25,33.84,0.0296
402.5,187.25,33.99,0.0294
407.5,187.25,56.21,0.0178
412.5,187.25,50.62,0.0198
417.5,187.25,31.41,0.0318
422.5,187.25,31.36,0.0319
427.5,187.25,44.06,0.0227
432.5,187.25,62.78,0.0159
437.5,187.25,62.78,0.0159
442.5,187.25,77.24,0.0129
447.5,187.25,85.38,0.0117
452.5,187.25,88.31,0.0113
457.5,187.25,88.02,0.0114
462.5,187.25,45.34,0.0221
467.5,187.25,45.63,0.0219
472.5,187.25,45.6,0.0219
477.5,187.25,37.35,0.0268
482.5,187.25,43.61,0.0229
487.5,187.25,49.13,0.0204
492.5,187.25,49.29,0.0203
497.5,187.25,48.09,0.0208
502.5,187.25,42.66,0.0234
507.5,187.25,50.32,0.0199
512.5,187.26,52.09,0.0192
517.5,187.26,44.11,0.0227
522.5,187.26,35.74,0.028
527.5,187.26,51.8,0.0193
532.5,187.26,48.82,0.0205
537.5,187.26,37.61,0.0266
542.5,187.26,37.3,0.0268
547.5,187.26,36.89,0.0271
552.5,187.26,31.14,0.0321
557.5,187.26,32.99,0.0303
562.5,187.26,29.66,0.0337
567.5,187.26,28.39,0.0352
572.5,187.26,28.7,0.0348
577.5,187.26,35.76,0.028
582.5,187.26,37.88,0.0264
587.5,187.26,45.3,0.0221
592.5,187.26,88.04,0.0114
597.5,187.26,93.24,0.0107
602.5,187.26,62.26,0.0161
607.5,187.26,61.78,0.0162
612.5,187.26,58.91,0.017
617.5,187.26,58.93,0.017
622.5,187.26,71.48,0.014
627.5,187.26,91.35,0.0109
632.5,187.26,62.99,0.0159
637.5,187.26,58.9,0.017
642.5,187.26,50.56,0.0198
647.5,187.26,37.87,0.0264
652.5,187.26,29.66,0.0337
657.5,187.26,25.72,0.0389
662.5,187.26,27.39,0.0365
667.5,187.26,27.39,0.0365
672.5,187.26,23.24,0.043
677.5,187.26,27.43,0.0365
682.5,187.26,24.66,0.0406
687.5,187.26,23.64,0.0423
692.5,187.26,25.13,0.0398
697.5,187.26,30.44,0.0329
702.5,187.26,29.71,0.0337
707.5,187.26,29.67,0.0337
712.5,187.26,34.23,0.0292
717.5,187.26,34.25,0.0292
722.5,187.26,38.68,0.0259
727.5,187.26,106,0.009434
732.5,187.26,45.69,0.0219
737.5,187.26,30.99,0.0323
742.5,187.26,33.18,0.0301
747.5,187.26,36.15,0.0277
752.5,187.26,36.05,0.0277
757.5,187.26,37.39,0.0267
762.5,187.26,66.1,0.0151
767.5,187.26,34.09,0.0293
772.5,187.26,31.47,0.0318
777.5,187.26,39.73,0.0252
782.5,187.26,41.16,0.0243
787.5,187.26,40.57,0.0246
792.5,187.26,40.17,0.0249
797.5,187.26,39.99,0.025
802.5,187.26,41.26,0.0242
807.5,187.26,58.55,0.0171
812.5,187.26,63.35,0.0158
817.5,187.26,53.03,0.0189
822.5,187.26,34.45,0.029
827.5,187.26,36.9,0.0271
832.5,187.26,37.05,0.027
837.5,187.26,35.44,0.0282
842.5,187.26,35.22,0.0284
847.5,187.26,34.88,0.0287
852.5,187.26,44.63,0.0224
857.5,187.26,55.53,0.018
862.5,187.26,39.83,0.0251
867.5,187.26,39.94,0.025
872.5,187.26,37.62,0.0266
877.5,187.26,37.58,0.0266
882.5,187.26,36.11,0.0277
887.5,187.26,36.07,0.0277
892.5,187.26,44.32,0.0226
897.5,187.26,45.07,0.0222
902.5,187.26,33.95,0.0295
907.5,187.26,43.75,0.0229
912.5,187.26,43.78,0.0228
917.5,187.26,43.83,0.0228
922.5,187.26,21.19,0.0472
927.5,187.26,33.1,0.0302
932.5,187.26,34.25,0.0292
937.5,187.26,34.75,0.0288
942.5,187.26,31.31,0.0319
947.5,187.26,41.35,0.0242
952.5,187.26,41.08,0.0243
957.5,187.26,38.44,0.026
962.5,187.26,31.34,0.0319
967.5,187.26,39.7,0.0252
972.5,187.26,39.65,0.0252
977.5,187.26,31.17,0.0321
982.5,187.26,29.2,0.0342
