X,Elevation,Resistivity,Conductivity
1363.75,206.21,19.27,0.0519
1366.25,206.24,22.52,0.0444
1368.75,206.28,21.22,0.0471
1371.25,206.32,18.89,0.0529
1373.75,206.36,25.84,0.0387
1376.25,206.4,21.52,0.0465
1378.75,206.43,21.52,0.0465
1381.25,206.47,20.46,0.0489
1383.75,206.51,14.03,0.0713
1386.25,206.55,7.27,0.1375
1388.75,206.59,23.41,0.0427
1391.25,206.62,29.36,0.0341
1393.75,206.66,27.75,0.036
1396.25,206.7,32.46,0.0308
1398.75,206.74,31.27,0.032
1401.25,206.78,36.35,0.0275
1403.75,206.81,36.1,0.0277
1406.25,206.85,36.47,0.0274
1408.75,206.89,37.41,0.0267
1411.25,206.93,36.53,0.0274
1413.75,206.96,36.85,0.0271
1416.25,207,37.03,0.027
1418.75,207.04,37.1,0.027
1421.25,207.08,32.26,0.031
1423.75,207.12,35.89,0.0279
1426.25,207.15,35.64,0.0281
1428.75,207.19,38.76,0.0258
1431.25,207.23,44.92,0.0223
1433.75,207.27,43.43,0.023
1436.25,207.31,36.49,0.0274
1438.75,207.34,40.77,0.0245
1441.25,207.38,39.97,0.025
1443.75,207.42,27.83,0.0359
1446.25,207.46,31.35,0.0319
1448.75,207.5,29.9,0.0334
1451.25,207.53,25.39,0.0394
1453.75,207.57,25.42,0.0393
1456.25,207.61,23.92,0.0418
1458.75,207.65,24.26,0.0412
1461.25,207.69,20.75,0.0482
1463.75,207.72,20.75,0.0482
1466.25,207.76,16.22,0.0616
1468.75,207.8,16.17,0.0619
1471.25,207.84,13.72,0.0729
1473.75,207.88,14.56,0.0687
1476.25,207.91,13.72,0.0729
1478.75,207.95,13.8,0.0725
1481.25,207.99,14.26,0.0701
1483.75,208.03,14.91,0.0671
1486.25,208.06,15.54,0.0643
1488.75,208.1,15.44,0.0648
1491.25,208.14,16.44,0.0608
1493.75,208.18,17.71,0.0565
1496.25,208.22,14.65,0.0683
1498.75,208.25,14.67,0.0682
1501.25,208.29,18.24,0.0548
1503.75,208.33,16.74,0.0597
1506.25,208.37,18.29,0.0547
1508.75,208.41,15.97,0.0626
1511.25,208.44,17.73,0.0564
1513.75,208.48,17.78,0.0562
1516.25,208.52,19.61,0.051
1518.75,208.56,19.61,0.051
1521.25,208.6,20.57,0.0486
1523.75,208.63,20.58,0.0486
1526.25,208.67,22.88,0.0437
1528.75,208.71,28.07,0.0356
1531.25,208.75,29.27,0.0342
1533.75,208.78,28.46,0.0351
1536.25,208.82,34.37,0.0291
1538.75,208.86,22.63,0.0442
1541.25,208.9,24.26,0.0412
1543.75,208.94,23.91,0.0418
1546.25,208.97,28.53,0.035
1548.75,209.01,27.72,0.0361
1551.25,209.05,25.32,0.0395
1553.75,209.09,25.15,0.0398
1556.25,209.13,28.96,0.0345
1558.75,209.16,26.99,0.037
1561.25,209.2,26.89,0.0372
1563.75,209.24,29.82,0.0335
1566.25,209.28,26.28,0.0381
1568.75,209.31,26.86,0.0372
1571.25,209.35,24.6,0.0407
1573.75,209.39,27.53,0.0363
1576.25,209.43,25.4,0.0394
1578.75,209.46,26.72,0.0374
1581.25,209.5,19.69,0.0508
1583.75,209.54,19.8,0.0505
1586.25,209.58,28.11,0.0356
1588.75,209.61,26.46,0.0378
1591.25,209.65,26.18,0.0382
1593.75,209.69,35.77,0.028
1596.25,209.72,24.07,0.0415
1598.75,209.76,37,0.027
1601.25,209.8,33.37,0.03
1603.75,209.83,33.31,0.03
1606.25,209.87,37.84,0.0264
1608.75,209.9,36.96,0.0271
1611.25,209.93,41.74,0.024
1613.75,209.96,24.52,0.0408
1616.25,209.97,53.09,0.0188
1618.75,209.96,47.76,0.0209
1621.25,209.94,70.54,0.0142
1623.75,209.92,39.99,0.025
1626.25,209.9,43.73,0.0229
1628.75,209.88,51.27,0.0195
1631.25,209.86,22.31,0.0448
1633.75,209.84,48.36,0.0207
1636.25,209.82,24.13,0.0414
1638.75,209.8,26.65,0.0375
1641.25,209.78,25.58,0.0391
1643.75,209.75,25.4,0.0394
1646.25,209.73,30.2,0.0331
1648.75,209.71,26.02,0.0384
1651.25,209.69,37.89,0.0264
1653.75,209.67,28.46,0.0351
1656.25,209.64,42.49,0.0235
1658.75,209.62,28.74,0.0348
1661.25,209.6,39.18,0.0255
1663.75,209.58,40.08,0.0249
1666.25,209.56,42.92,0.0233
1668.75,209.53,41.12,0.0243
1671.25,209.51,42.58,0.0235
1673.75,209.49,45.06,0.0222
1676.25,209.47,45.62,0.0219
1678.75,209.44,49.14,0.0204
1681.25,209.42,45.24,0.0221
1683.75,209.4,52.53,0.019
1686.25,209.38,48.48,0.0206
1688.75,209.36,53.3,0.0188
1691.25,209.33,50.8,0.0197
1693.75,209.31,59.1,0.0169
1696.25,209.29,44.04,0.0227
1698.75,209.27,45.67,0.0219
1701.25,209.25,33.28,0.03
1703.75,209.23,35.04,0.0285
1706.25,209.21,28.34,0.0353
1708.75,209.19,28.05,0.0356
1711.25,209.17,28.17,0.0355
1713.75,209.15,22.64,0.0442
1716.25,209.15,24.5,0.0408
